pattern_id,service_count,station_count,origin,destination,stations
SP002114,73,2,NEM,BRS,NEM|BRS
SP002115,1,15,HOV,BOG,HOV|AGT|PLD|FSG|SWK|SSE|LAC|EWR|WRH|WWO|ANG|XXA|FOD|BAA|BOG
SP002116,1,15,GMV,BHM,GMV|MVL|XHK|WOF|DTW|XSW|BMV|BTG|LOB|NFD|KNN|SLY|UNI|FWY|BHM
SP002117,3,14,GMV,BHM,GMV|MVL|XHK|WOF|DTW|XSW|BMV|BTG|LOB|KNN|SLY|UNI|FWY|BHM
SP002118,2,14,SHS,EDB,SHS|XJB|FLD|BRC|ADW|WCL|LVG|KKN|CUH|WTA|KGE|SLA|HYM|EDB
SP002119,2,15,GMV,BHM,GMV|MVL|XHK|WOF|WOS|DTW|XSW|BMV|BTG|LOB|KNN|SLY|UNI|FWY|BHM
SP002120,2,11,WOF,BHM,WOF|DTW|XSW|BMV|BTG|LOB|KNN|SLY|UNI|FWY|BHM
SP002121,2,19,HFD,BHM,HFD|LED|CWL|XMN|GMV|MVL|XHK|WOF|WOS|DTW|XSW|BMV|BTG|LOB|KNN|SLY|UNI|FWY|BHM
SP002122,28,18,HFD,BHM,HFD|LED|CWL|XMN|GMV|MVL|XHK|WOF|DTW|XSW|BMV|BTG|LOB|KNN|SLY|UNI|FWY|BHM
SP002123,2,13,GLC,GRK,GLC|CDO|HLE|HLW|PYG|BPT|PTG|BGS|CDY|GKC|GKW|FTM|GRK
SP002124,3,12,NEM,BSK,NEM|SUR|ESH|WYB|BFN|WOK|BKO|FNB|FLE|WNF|HOK|BSK
SP002125,2,13,GMV,BHM,GMV|MVL|XHK|WOF|DTW|XSW|BMV|BTG|LOB|KNN|SLY|FWY|BHM
SP002126,1,13,BHM,LIF,BHM|XOZ|DUD|AST|GVH|ERD|CRD|WYL|SUT|FOK|BKT|LIC|LIF
SP002127,9,13,NEM,BSK,NEM|SUR|ESH|WAL|WYB|BFN|WOK|BKO|FNB|FLE|WNF|HOK|BSK
SP002128,2,12,GLC,GRK,GLC|PYG|PYJ|BPT|LGB|WDL|PTG|CDY|GKC|GKW|FTM|GRK
SP002129,2,15,PMS,LIT,PMS|FTN|HLS|BDH|HAV|WBL|EMS|SOB|NUT|BOH|FSB|CCH|BAA|FOD|LIT
SP002130,226,2,SAO,LEU,SAO|LEU
SP002131,2,8,GLC,GRK,GLC|PYG|BPT|PTG|GKC|GKW|FTM|GRK
SP002132,96,2,EDA,INK,EDA|INK
SP002133,2,20,BHI,SHR,BHI|SCF|XOZ|BHM|XOS|XGJ|SAD|DDP|WVH|BBK|CSL|ALB|COS|SFN|XMD|TFC|OKN|WLN|XSY|SHR
SP002134,4,11,WOS,BHM,WOS|DTW|XSW|BMV|BTG|LOB|KNN|SLY|UNI|FWY|BHM
SP002135,2,8,CDF,COY,CDF|CDQ|HLL|TGS|BCG|RHI|WHT|COY
SP002136,2,9,GRK,GLC,GRK|FTM|GKW|GKC|CDY|PTG|BPT|PYG|GLC
SP002137,2,35,PNZ,PAD,PNZ|SER|CBN|RED|TRU|SAU|PAR|LOS|BOD|LSK|MEN|SGM|STS|DPT|PLY|IVY|TOT|NTA|TGM|DWL|DWW|EXD|TVP|TAU|CLC|BDW|HGD|NBY|THE|RDG|TWY|MAI|SLO|STL|PAD
SP002138,4,17,EDB,INV,EDB|HYM|LIN|PMT|XGM|STG|DBL|PTH|DKD|PIT|BLA|DLW|NWR|KIN|AVM|CAG|INV
SP002139,76,2,RCD,MCV,RCD|MCV
SP002140,44,7,SAA,WFJ,SAA|PKT|HWW|BWO|GSN|WFN|WFJ
SP002141,4,16,EXD,PAD,EXD|TVP|TAU|CLC|WSB|PEW|BDW|HGD|NBY|THE|RDG|TWY|MAI|SLO|STL|PAD
SP002142,4,9,WOS,HFD,WOS|WOF|XHK|MVL|GMV|XMN|CWL|LED|HFD
SP002143,2,28,NQY,PAD,NQY|PAR|LOS|BOD|LSK|SGM|STS|PLY|IVY|TOT|NTA|TGM|DWL|DWW|EXD|TVP|TAU|CLC|BDW|HGD|NBY|THE|RDG|TWY|MAI|SLO|STL|PAD
SP002144,7,17,MOG,HFN,MOG|OLD|EXR|HHY|DYP|FPK|HGY|HRN|AAP|BOP|PAL|WIH|GPK|ENC|GDH|CUF|HFN
SP002145,2,14,BHM,GMV,BHM|FWY|UNI|SLY|KNN|LOB|BTG|BMV|XSW|DTW|WOF|XHK|MVL|GMV
SP002146,4,19,BHM,HFD,BHM|FWY|UNI|SLY|KNN|LOB|BTG|BMV|XSW|DTW|WOS|WOF|XHK|MVL|GMV|XMN|CWL|LED|HFD
SP002147,2,30,NQY,PAD,NQY|PAR|LOS|BOD|LSK|SGM|STS|PLY|IVY|TOT|NTA|TGM|DWL|DWW|EXD|TVP|TAU|CLC|WSB|PEW|BDW|HGD|NBY|THE|RDG|TWY|MAI|SLO|STL|PAD
SP002148,14,5,INV,ELG,INV|IVA|NRN|FOR|ELG
SP002149,1,17,MAN,YRK,MAN|ABY|GUI|SYB|MSL|GNF|MSN|SWT|HUD|MIR|DEW|MLY|LDS|CRG|MIK|CHF|YRK
SP002150,2,18,BPW,CMN,BPW|PWY|PIL|STJ|NWP|CDF|PYC|BGN|PTA|NTH|SWA|GWN|LLE|PBY|KWL|FYS|XCI|CMN
SP002151,16,34,BDM,TBD,BDM|WIX|FLT|HLN|LEA|LUT|LTN|HPD|SAC|HEN|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|SCY|PUR|XJS|CDS|MHM|RDH|ELD|SAF|HOR|GTW|TBD
SP002152,4,27,GTW,BDM,GTW|ELD|XJS|PUR|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|HEN|SAC|HPD|LTN|LUT|LEA|HLN|FLT|WIX|BDM
SP002153,1,4,HOR,RDH,HOR|SAF|ELD|RDH
SP002154,1,38,BDM,EGR,BDM|FLT|HLN|LEA|LUT|HPD|SAC|RDT|ELS|MIL|HEN|BCZ|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|BCY|FOH|SYD|ANZ|NWD|ECR|SCY|SNR|RDD|UWL|WOH|OXT|HUR|LFD|DMS|EGR
SP002155,2,24,CKL,LAN,CKL|SBS|SEL|SSC|DRI|RAV|BOC|SIC|MLM|GNR|FOX|KBF|ASK|BIF|ROO|DLT|ULV|CAK|GOS|ARN|SVR|CNF|XOA|LAN
SP002156,2,27,CKL,LAN,CKL|SBS|NRT|BYS|SEL|SSC|DRI|RAV|BOC|SIC|MLM|GNR|FOX|KBF|ASK|BIF|ROO|DLT|ULV|CAK|KBK|GOS|ARN|SVR|CNF|XOA|LAN
SP002157,6,33,EGR,BDM,EGR|DMS|LFD|HUR|OXT|WOH|UWL|RDD|SNR|SCY|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|HEN|SAC|HPD|LTN|LUT|LEA|HLN|FLT|WIX|BDM
SP002158,4,14,BIF,CKL,BIF|ASK|KBF|FOX|GNR|MLM|SIC|BOC|RAV|DRI|SSC|SEL|SBS|CKL
SP002159,48,36,CBG,BTN,CBG|CMS|XSP|FXN|RYS|AWM|BDK|LET|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|PUR|XJS|ELD|GTW|TBD|HHE|XKM|BUG|PRP|BTN
SP002160,4,25,LAN,CKL,LAN|XOA|CNF|SVR|ARN|GOS|KBK|CAK|ULV|DLT|ROO|BIF|ASK|KBF|FOX|GNR|MLM|SIC|BOC|RAV|DRI|SSC|SEL|SBS|CKL
SP002161,4,16,CKL,BIF,CKL|SBS|NRT|BYS|SEL|SSC|DRI|RAV|BOC|SIC|MLM|GNR|FOX|KBF|ASK|BIF
SP002162,2,15,CKL,BIF,CKL|SBS|NRT|BYS|SEL|SSC|RAV|BOC|SIC|MLM|GNR|FOX|KBF|ASK|BIF
SP002163,2,16,AYR,GLC,AYR|NOA|PTW|PRA|TRN|BSS|IRV|KWN|DLY|GLG|LHW|HOZ|MIN|JHN|PYG|GLC
SP002164,2,25,CKL,LAN,CKL|SBS|SEL|SSC|DRI|RAV|BOC|SIC|MLM|GNR|FOX|KBF|ASK|BIF|ROO|DLT|ULV|CAK|KBK|GOS|ARN|SVR|CNF|XOA|LAN
SP002165,6,32,BDM,EGR,BDM|WIX|FLT|HLN|LEA|LUT|HPD|SAC|HEN|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|SCY|SNR|RDD|UWL|WOH|OXT|HUR|LFD|DMS|EGR
SP002166,8,12,BIF,LAN,BIF|ROO|DLT|ULV|CAK|KBK|GOS|ARN|SVR|CNF|XOA|LAN
SP002167,2,28,CKL,PRE,CKL|SBS|NRT|BYS|SEL|SSC|DRI|RAV|BOC|SIC|MLM|GNR|FOX|KBF|ASK|BIF|ROO|DLT|ULV|CAK|KBK|GOS|ARN|SVR|CNF|XOA|LAN|PRE
SP002168,47,36,BTN,CBG,BTN|PRP|BUG|XKM|HHE|TBD|GTW|ELD|XJS|PUR|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|XKB|FPK|AAP|PBR|WGC|XGN|SVG|HIT|LET|BDK|AWM|RYS|FXN|XSP|CMS|CBG
SP002169,94,2,INK,EDA,INK|EDA
SP002170,2,27,LAN,CKL,LAN|XOA|CNF|SVR|ARN|GOS|KBK|CAK|ULV|DLT|ROO|BIF|ASK|KBF|FOX|GNR|MLM|SIC|BOC|RAV|DRI|SSC|SEL|BYS|NRT|SBS|CKL
SP002171,2,57,CBG,BTN,CBG|CMS|XSP|FXN|STH|MEL|RYS|AWM|BDK|LET|HIT|SVG|KBW|XGN|WGC|HAT|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HRN|HGY|FPK|XKB|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|BCY|FOH|SYD|ANZ|NWD|ECR|SCY|PUO|PUR|XJS|ELD|SAF|HOR|GTW|TBD|BAB|HHE|WVF|XKM|BUG|HSK|PRP|BTN
SP002172,6,14,GLC,AYR,GLC|PYG|JHN|LHW|GLG|DLY|KWN|IRV|BSS|TRN|PRA|PTW|NOA|AYR
SP002173,2,14,XSU,HRH,XSU|XLJ|NXG|SYD|NWD|ECR|PUR|XJS|ELD|GTW|TBD|CRW|LVN|HRH
SP002174,12,16,PAD,WSM,PAD|STL|SLO|MAI|TWY|RDG|GOR|DID|SWI|CPM|BTH|BRI|NLS|YAT|WOR|WSM
SP002175,1,48,BTN,BDM,BTN|PRP|HSK|BUG|XKM|WVF|HHE|BAB|TBD|GTW|HOR|SAF|ELD|XJS|PUR|PUO|SCY|ECR|NWD|ANZ|PNW|SYD|FOH|HPA|BCY|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|HEN|MIL|ELS|RDT|SAC|HPD|LTN|LUT|LEA|HLN|FLT|WIX|BDM
SP002176,2,13,EGR,XSU,EGR|DMS|LFD|HUR|OXT|SNR|SCY|ECR|NWD|SYD|NXG|XLJ|XSU
SP002177,12,37,BTN,CBG,BTN|PRP|HSK|BUG|XKM|HHE|TBD|GTW|ELD|XJS|PUR|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|XKB|FPK|AAP|PBR|WGC|XGN|SVG|HIT|LET|BDK|AWM|RYS|FXN|XSP|CMS|CBG
SP002178,1,22,EDB,ABD,EDB|HYM|SGL|EGY|DAM|NQU|INK|BTS|KDY|MNC|LDY|CUP|LEU|DEE|BYF|CAN|ARB|MTS|LAU|STN|PLN|ABD
SP002179,1,46,EUS,GLC,EUS|XWI|WMB|HRW|WFJ|XOE|TRI|XOD|BLY|MKC|WOL|XHN|XWZ|RUG|NUN|ATH|PSW|XIM|TAM|LTV|XOI|RGL|XCO|STA|CRE|WSF|ACB|XYJ|WBQ|WGN|EBA|XOU|PRE|LAN|XOA|OXN|OXN|XIT|PNR|PNR|CAR|XGS|LOC|SDM|MTH|GLC
SP002180,2,10,GLC,AYR,GLC|PYG|LHW|DLY|KWN|IRV|TRN|PTW|NOA|AYR
SP002181,4,9,CDF,BRI,CDF|NWP|STJ|PIL|PWY|FIT|SRD|LWH|BRI
SP002182,18,18,BHM,LIV,BHM|XOS|XGJ|DDP|CSY|WVH|XBJ|PKG|STA|CRE|WSF|ACB|XYJ|RUN|ALE|MSH|EDG|LIV
SP002183,4,17,PAD,WSM,PAD|STL|SLO|MAI|TWY|RDG|GOR|DID|SWI|CPM|BTH|BRI|NLS|YAT|WOR|WNM|WSM
SP002184,1,14,NAN,BIB,NAN|WRE|PRS|WEM|LEO|HFD|AGV|STJ|PIL|PWY|FIT|PSN|BWT|BIB
SP002185,1,56,CBG,BTN,CBG|CMS|XSP|FXN|STH|MEL|RYS|AWM|BDK|LET|HIT|SVG|KBW|XGN|WGC|HAT|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HGY|FPK|XKB|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|BCY|FOH|SYD|ANZ|NWD|ECR|SCY|PUO|PUR|XJS|ELD|SAF|HOR|GTW|TBD|BAB|HHE|WVF|XKM|BUG|HSK|PRP|BTN
SP002186,147,4,HWV,PAD,HWV|HXX|STL|PAD
SP002187,56,9,LDS,SKI,LDS|SHY|SAE|BIY|CFL|KEI|SON|CEY|SKI
SP002188,2,10,SKI,LDS,SKI|CEY|SON|KEI|CFL|BIY|SAE|SHY|APY|LDS
SP002189,1,27,BTN,PMH,BTN|HOV|PLD|SWK|SSE|LAC|WRH|WWO|DUR|GBS|ANG|XXA|FOD|BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|BDH|HLS|FTN|PMS|PMH
SP002190,8,17,LDS,MCM,LDS|SHY|BIY|KEI|SKI|GGV|HLD|LPR|GIG|CPY|BEN|WNN|CNF|XOA|LAN|BAR|MCM
SP002191,2,20,HRH,WSW,HRH|LVN|FGT|IFI|CRW|TBD|GTW|SAF|ELD|XJS|PUR|PUO|SCY|ECR|SRS|TTH|NRB|SRC|BAL|WSW
SP002192,72,2,BRS,SUR,BRS|SUR
SP002193,1,11,CRE,LIV,CRE|WSF|HTF|ACB|XYJ|RUN|ALE|WSA|MSH|EDG|LIV
SP002194,1,20,XSU,EGR,XSU|XLJ|NXG|BCY|FOH|SYD|PNW|ANZ|NWD|ECR|SCY|SNR|RDD|UWL|WOH|OXT|HUR|LFD|DMS|EGR
SP002195,1,17,WSW,EGR,WSW|BAL|SRC|NRB|TTH|SRS|ECR|SCY|SNR|RDD|UWL|WOH|OXT|HUR|LFD|DMS|EGR
SP002196,4,27,WVH,RGL,WVH|CSY|TIP|DDP|SAD|XGQ|XGJ|SMR|XOS|BHM|XOZ|DUD|AST|WTT|PRY|XRA|HSD|TAB|BSC|WSL|BLX|BWN|LAW|CAO|HNF|RGT|RGL
SP002197,4,7,TED,EAD,TED|HMW|KNG|NBT|NEM|RAY|EAD
SP002198,2,14,AYR,GLC,AYR|NOA|PTW|TRN|IRV|KWN|DLY|LHW|JHN|PYG|HLW|HLE|CDO|GLC
SP002199,2,16,GLC,AYR,GLC|HLE|HLW|PYG|JHN|LHW|GLG|DLY|KWN|IRV|BSS|TRN|PRA|PTW|NOA|AYR
SP002200,2,12,AYR,GLC,AYR|NOA|PTW|TRN|IRV|KWN|DLY|GLG|LHW|JHN|PYG|GLC
SP002201,2,12,GLC,AYR,GLC|PYG|JHN|LHW|GLG|DLY|KWN|IRV|TRN|PTW|NOA|AYR
SP002202,2,30,EUS,WSL,EUS|XWI|WMB|HRW|WFJ|XOE|TRI|XOD|LBZ|BLY|MKC|WOL|XHN|NMP|LBK|RUG|COV|CNL|THL|BKW|HIA|BHI|SCF|XOZ|BHM|XOZ|AST|XRA|BSC|WSL
SP002203,4,19,BHM,LIV,BHM|XOZ|AST|XRA|BSC|XPJ|WVH|XBJ|PKG|STA|CRE|WSF|ACB|XYJ|RUN|ALE|MSH|EDG|LIV
SP002204,10,12,SQE,XHZ,SQE|ZCW|ROE|WPE|SDE|ZLW|SDC|HOX|HGG|DLJ|XIC|XHZ
SP002205,1,23,SPL,EGR,SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|BCY|FOH|SYD|ANZ|NWD|ECR|SCY|SNR|RDD|UWL|WOH|OXT|HUR|LFD|DMS|EGR
SP002206,70,16,BAK,EPD,BAK|WSW|BAL|SRC|NRB|TTH|SRS|XGU|WCY|WDO|WLT|CSB|SUO|BLM|BAD|EPD
SP002207,2,13,EDB,DEE,EDB|HYM|EGY|INK|DAG|BTS|KDY|MNC|LDY|SPF|CUP|LEU|DEE
SP002208,8,27,TBD,LUT,TBD|GTW|HOR|SAF|ELD|RDH|XJS|PUR|SCY|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|HEN|SAC|HPD|LTN|LUT
SP002209,4,16,PAD,EXD,PAD|STL|SLO|MAI|TWY|RDG|THE|NBY|HGD|BDW|PEW|WSB|CLC|TAU|TVP|EXD
SP002210,6,10,BHM,WVH,BHM|XOS|SMR|XGJ|XGQ|SAD|DDP|TIP|CSY|WVH
SP002211,2,13,DEE,EDB,DEE|LEU|CUP|SPF|LDY|MNC|KDY|BTS|DAG|INK|EGY|HYM|EDB
SP002212,4,9,CRE,LIV,CRE|WSF|ACB|XYJ|RUN|ALE|MSH|EDG|LIV
SP002213,2,11,LDS,RHD,LDS|SHY|BIY|KEI|SKI|GGV|HLD|LPR|SET|HIR|RHD
SP002214,2,12,DEE,EDB,DEE|LEU|CUP|SPF|LDY|MNC|KDY|BTS|INK|EGY|HYM|EDB
SP002215,2,19,BHM,LIV,BHM|XOS|XGJ|DDP|CSY|WVH|XBJ|PKG|STA|CRE|WSF|HTF|ACB|XYJ|RUN|ALE|MSH|EDG|LIV
SP002216,2,28,PAD,NQY,PAD|STL|SLO|MAI|TWY|RDG|THE|NBY|BDW|PEW|CLC|TAU|TVP|EXD|DWW|DWL|TGM|NTA|TOT|IVY|PLY|STS|SGM|LSK|BOD|LOS|PAR|NQY
SP002217,8,10,SHR,AYW,SHR|WLP|NWT|CWS|MCN|DVY|BRH|BOW|LLB|AYW
SP002218,4,46,BDM,BTN,BDM|FLT|HLN|LEA|LUT|LTN|HPD|SAC|RDT|ELS|MIL|HEN|BCZ|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|BCY|FOH|SYD|ANZ|NWD|ECR|SCY|PUO|PUR|XJS|ELD|SAF|HOR|GTW|TBD|BAB|HHE|WVF|XKM|BUG|HSK|PRP|BTN
SP002219,3,26,LUT,GTW,LUT|LTN|HPD|SAC|HEN|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|SCY|PUR|XJS|RDH|ELD|SAF|HOR|GTW
SP002220,26,8,OXF,PAD,OXF|GOR|RDG|TWY|MAI|SLO|STL|PAD
SP002221,1,49,BTN,BDM,BTN|PRP|HSK|BUG|XKM|WVF|HHE|BAB|TBD|GTW|HOR|SAF|ELD|XJS|PUR|PUO|SCY|ECR|NWD|ANZ|PNW|SYD|FOH|HPA|BCY|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|BCZ|HEN|MIL|ELS|RDT|SAC|HPD|LTN|LUT|LEA|HLN|FLT|WIX|BDM
SP002222,2,28,BDM,TBD,BDM|FLT|LUT|HPD|SAC|HEN|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|SCY|PUR|XJS|RDH|ELD|SAF|HOR|GTW|TBD
SP002223,1,16,CTR,MIA,CTR|HSB|FRD|RUE|WBQ|ERL|NLW|ECC|DGT|MCO|MAN|BNA|EDY|GTY|HDG|MIA
SP002224,2,23,CDF,MAN,CDF|NWP|CWM|AGV|HFD|LEO|LUD|CRV|CTT|SHR|WEM|PRS|WTC|WRE|NAN|CRE|SDB|CEL|ALD|WML|CHU|SPT|MAN
SP002225,3,27,LUT,TBD,LUT|LTN|HPD|SAC|HEN|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|SCY|PUR|XJS|RDH|ELD|SAF|HOR|GTW|TBD
SP002226,2,18,SWA,PMD,SWA|GWN|LLE|PBY|KWL|FYS|XCI|CMN|WTL|NAR|KGT|SDF|TEN|PNA|MRB|LAM|PMB|PMD
SP002227,2,28,CDF,PMH,CDF|NWP|STJ|PIL|PWY|FIT|BRI|KYN|OLF|BTH|BOA|TRO|WSB|WMN|SAL|DEN|ROM|RDB|SOU|SDN|NTL|BUO|SNW|FRM|CSA|FTN|PMS|PMH
SP002228,2,14,RUG,EUS,RUG|LBK|NMP|XHN|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
SP002229,2,19,GLC,CRE,GLC|MTH|SDM|LOC|XGS|CAR|PNR|XIT|OXN|XOA|LAN|PRE|XOU|WGN|WBQ|XYJ|ACB|WSF|CRE
SP002230,2,34,WVH,EUS,WVH|CSY|TIP|DDP|SAD|SGB|XGJ|SMR|XOS|BHM|XOZ|SCF|LEH|MGN|BHI|HIA|BKW|THL|CNL|COV|RUG|XWZ|XHN|WOL|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
SP002231,20,26,CDF,PMH,CDF|NWP|STJ|PIL|PWY|FIT|BRI|BTH|BOA|TRO|WSB|WMN|SAL|DEN|ROM|RDB|SOU|SDN|NTL|BUO|SNW|FRM|CSA|FTN|PMS|PMH
SP002232,2,23,SSD,LWT,SSD|AUD|WLF|XSP|CMS|CBG|CMB|WBC|ELY|XYE|BND|TTF|ATL|WMD|NRW|XWH|BDA|CNY|REE|HAD|SYT|OUN|LWT
SP002233,28,9,LWT,NRW,LWT|OUN|SYT|HAD|REE|CNY|BDA|XWH|NRW
SP002234,2,13,RGL,BHM,RGL|RGT|HNF|CAO|LAW|BWN|BLX|WSL|BSC|TAB|XRA|XOS|BHM
SP002235,2,11,SOV,LST,SOV|SIA|HOC|WIC|SNF|GDP|IFD|SRA|XOW|BET|LST
SP002236,2,16,EDB,GLC,EDB|HYM|SLA|LVG|WCL|ADW|FLD|XJB|SHS|HTW|CEA|CRF|HLY|BLH|UDD|GLC
SP002237,2,10,PTH,EDB,PTH|LDY|MNC|KDY|BTS|INK|EGY|SGL|HYM|EDB
SP002238,1,20,CTR,BHI,CTR|WRX|RUA|CRK|GOB|SHR|XSY|WLN|TFC|XMD|COS|WVH|DDP|SAD|XGJ|XOS|BHM|XOZ|SCF|BHI
SP002239,2,16,BHM,SHR,BHM|XOS|XGJ|DDP|WVH|BBK|CSL|ALB|COS|SFN|XMD|TFC|OKN|WLN|XSY|SHR
SP002240,2,35,HHE,BDM,HHE|TBD|GTW|HOR|SAF|ELD|RDH|MHM|CDS|XJS|PUR|SCY|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|HEN|SAC|HPD|LTN|LUT|LEA|HLN|FLT|WIX|BDM
SP002241,2,10,POO,BCU,POO|PKS|BSM|BMH|POK|CHR|HNA|NWM|SWY|BCU
SP002242,1,39,BTN,CBG,BTN|PRP|HSK|BUG|XKM|WVF|HHE|BAB|TBD|GTW|ELD|XJS|PUR|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|XKB|FPK|AAP|PBR|WGC|XGN|SVG|HIT|LET|BDK|AWM|RYS|FXN|XSP|CMS|CBG
SP002243,2,7,NOT,DBY,NOT|BEE|ATB|XTR|LGE|SPO|DBY
SP002244,2,34,HHE,BDM,HHE|TBD|GTW|HOR|SAF|ELD|RDH|CDS|XJS|PUR|SCY|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|HEN|SAC|HPD|LTN|LUT|LEA|HLN|FLT|WIX|BDM
SP002245,2,27,PMH,CDF,PMH|PMS|FTN|CSA|FRM|SNW|HME|SHO|SDN|SOU|RDB|ROM|DEN|SAL|WMN|WSB|TRO|BOA|BTH|KYN|BRI|FIT|PWY|PIL|STJ|NWP|CDF
SP002246,6,33,BTN,BDM,BTN|PRP|HSK|BUG|XKM|WVF|HHE|BAB|TBD|GTW|ELD|XJS|PUR|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|HEN|SAC|LTN|LUT|FLT|WIX|BDM
SP002247,2,19,EGR,WHP,EGR|DMS|LFD|HUR|OXT|SNR|SCY|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP
SP002248,2,9,EBN,ORE,EBN|HMD|XIL|PEV|BEX|XOP|SLQ|HGS|ORE
SP002249,2,30,BDM,TBD,BDM|FLT|LUT|HPD|SAC|HEN|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|SCY|PUR|XJS|CDS|MHM|RDH|ELD|SAF|HOR|GTW|TBD
SP002250,1,11,PTH,EDB,PTH|LDY|MNC|GLT|COW|DFE|INK|EGY|SGL|HYM|EDB
SP002251,2,18,CAR,LDS,CAR|AWT|LZB|LGW|APP|KSW|GSD|DNT|RHD|HIR|SET|HLD|GGV|SKI|KEI|BIY|SHY|LDS
SP002252,8,19,CAR,LDS,CAR|AWT|LZB|LGW|APP|KSW|GSD|DNT|RHD|HIR|SET|LPR|HLD|GGV|SKI|KEI|BIY|SHY|LDS
SP002253,2,16,WVH,WSL,WVH|DDP|XGQ|XGJ|XOS|BHM|XOZ|DUD|AST|WTT|PRY|XRA|HSD|TAB|BSC|WSL
SP002254,2,4,MKC,NMP,MKC|WOL|XHN|NMP
SP002255,2,26,BDM,EGR,BDM|FLT|LUT|HPD|SAC|HEN|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|SCY|SNR|OXT|HUR|LFD|DMS|EGR
SP002256,2,11,XSU,TBD,XSU|XLJ|NXG|SYD|NWD|ECR|PUR|XJS|ELD|GTW|TBD
SP002257,228,2,LEU,SAO,LEU|SAO
SP002258,1,15,BAK,EGR,BAK|WSW|BAL|SRC|ECR|SCY|SNR|RDD|UWL|WOH|OXT|HUR|LFD|DMS|EGR
SP002259,2,27,BDM,TBD,BDM|WIX|FLT|HLN|LEA|LUT|HPD|SAC|HEN|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|SYD|NWD|ECR|PUR|XJS|ELD|GTW|TBD
SP002260,2,7,TRI,EUS,TRI|XOE|WFJ|HRW|WMB|XWI|EUS
SP002261,2,17,EUS,NMP,EUS|XWI|WMB|HRW|WFJ|KGL|HML|XOE|BKM|TRI|XOD|LBZ|BLY|MKC|WOL|XHN|NMP
SP002262,2,16,EGR,XSU,EGR|DMS|LFD|HUR|OXT|WOH|UWL|RDD|SNR|SCY|ECR|NWD|SYD|NXG|XLJ|XSU
SP002263,2,18,PLY,GCR,PLY|IVY|TOT|NTA|TGM|DWL|DWW|EXD|TVP|TAU|BWT|PSN|BRI|FIT|BPW|YAE|CDU|GCR
SP002264,1,30,PLY,PAD,PLY|IVY|TOT|NTA|TGM|DWL|DWW|EXD|TVP|TAU|CLC|FRO|WSB|PEW|BDW|HGD|NBY|THE|RDG|TWY|MAI|TAP|BNM|SLO|HAY|STL|WEA|EAL|AML|PAD
