pattern_id,origin,destination,station_count,service_count,is_circular,is_shuttle,has_reverse,reverse_pattern_id
SP003514,EXM,CDF,27,2,False,False,False,
SP003515,CBG,KGX,23,1,False,False,True,SP002757
SP003516,WEY,GCR,22,2,False,False,False,
SP003517,EXM,BNP,21,2,False,False,False,
SP003518,NEM,AON,9,1,False,False,True,SP000881
SP003519,WVH,GLC,22,1,False,False,False,
SP003520,SHF,RET,5,2,False,False,False,
SP003521,SHY,BDQ,3,6,False,False,True,SP002316
SP003522,HWV,SNF,25,60,False,False,True,SP003272
SP003523,NEM,PMH,19,2,False,False,False,
SP003524,TBD,BDM,31,1,False,False,False,
SP003525,CDF,AGV,5,1,False,False,False,
SP003526,SCA,MAN,17,2,False,False,False,
SP003527,NEM,AHT,11,2,False,False,False,
SP003528,NEM,SOU,21,2,False,False,False,
SP003529,LDS,YRK,8,1,False,False,False,
SP003530,HGS,BTN,20,1,False,False,False,
SP003531,SCA,MAN,19,1,False,False,False,
SP003532,BRI,SAL,12,4,False,False,True,SP000625
SP003533,BNY,HUD,12,1,False,False,False,
SP003534,GLD,RAY,12,2,False,False,False,
SP003535,HUD,BGH,3,30,False,False,True,SP003536
SP003536,BGH,HUD,3,32,False,False,True,SP003535
SP003537,CLE,SHF,13,2,False,False,False,
SP003538,SDL,HNX,9,6,False,False,True,SP002397
SP003539,QRB,BSK,15,2,False,False,False,
SP003540,KGX,GLQ,40,4,False,False,False,
SP003541,MAN,SHF,11,1,False,False,True,SP004377
SP003542,GLQ,KGX,40,1,False,False,False,
SP003543,NBY,BDW,4,33,False,False,True,SP001111
SP003544,NEM,PMH,24,2,False,False,False,
SP003545,PMH,NEM,25,2,False,False,False,
SP003546,BTN,BAL,14,1,False,False,False,
SP003547,PMH,GTW,22,2,False,False,False,
SP003548,RDG,NBY,4,2,False,False,False,
SP003549,PBO,KGX,15,3,False,False,False,
SP003550,BTN,HGS,21,2,False,False,False,
SP003551,BDT,YRK,15,4,False,False,False,
SP003552,ORE,PLG,14,1,False,False,False,
SP003553,BDT,YRK,15,2,False,False,True,SP000032
SP003554,SVG,MOG,20,2,False,False,True,SP001678
SP003555,BDT,YRK,17,2,False,False,False,
SP003556,DKG,BAL,14,1,False,False,False,
SP003557,QRB,WOK,21,2,False,False,True,SP004045
SP003558,SVG,KGX,12,1,False,False,False,
SP003559,YRK,BDT,15,2,False,False,False,
SP003560,EUS,WJL,6,1,False,False,True,SP003847
SP003561,HUD,HFX,4,6,False,False,True,SP003575
SP003562,EDB,EUS,57,1,False,False,False,
SP003563,SBY,YRK,5,2,False,False,False,
SP003564,HUL,YRK,13,1,False,False,False,
SP003565,BDT,YRK,15,2,False,False,True,SP002543
SP003566,SBY,LDS,7,1,False,False,True,SP003512
SP003567,BDT,YRK,13,2,False,False,True,SP002555
SP003568,EUS,WVH,32,1,False,False,False,
SP003569,YRK,BDT,12,2,False,False,True,SP001401
SP003570,XVJ,DFD,15,1,False,False,False,
SP003571,LDS,HUL,11,1,False,False,True,SP004117
SP003572,DHN,HUD,2,2,False,True,False,
SP003573,SHF,YRK,13,2,False,False,True,SP001564
SP003574,CDF,CMN,12,1,False,False,False,
SP003575,HFX,HUD,4,4,False,False,True,SP003561
SP003576,XVJ,AFK,22,1,False,False,False,
SP003577,CAR,DMF,5,18,False,False,True,SP002325
SP003578,MFH,CDF,23,1,False,False,False,
SP003579,LEI,NOT,10,2,False,False,False,
SP003580,FGH,CDF,19,2,False,False,False,
SP003581,CDF,MFH,19,4,False,False,False,
SP003582,ABA,CDF,13,1,False,False,False,
SP003583,GLD,PMH,13,2,False,False,False,
SP003584,RBU,HWX,2,100,False,True,True,SP003601
SP003585,LLD,BHM,26,2,False,False,False,
SP003586,HHD,CTR,15,1,False,False,True,SP003124
SP003587,CBG,KGX,17,1,False,False,False,
SP003588,BTN,BDM,43,1,False,False,False,
SP003589,BAK,HRH,16,1,False,False,False,
SP003590,MAN,FGH,41,2,False,False,False,
SP003591,PAD,RDG,8,1,False,False,False,
SP003592,CTR,HHD,18,2,False,False,True,SP001787
SP003593,GTW,BAL,15,1,False,False,False,
SP003594,FGH,CMN,6,8,False,False,True,SP001503
SP003595,WSW,GTW,15,1,False,False,False,
SP003596,RDG,PAD,12,1,False,False,False,
SP003597,GDP,LST,13,12,False,False,True,SP003598
SP003598,LST,GDP,13,12,False,False,True,SP003597
SP003599,PBO,KGX,16,1,False,False,False,
SP003600,KGX,CBG,19,1,False,False,False,
SP003601,HWX,RBU,2,100,False,True,True,SP003584
SP003602,ABX,MAI,19,1,False,False,False,
SP003603,GTW,WSW,17,1,False,False,False,
SP003604,CTR,LIV,9,1,False,False,False,
SP003605,LLJ,LIV,14,2,False,False,False,
SP003606,YRK,MAN,14,1,False,False,False,
SP003607,YRK,LDS,5,1,False,False,False,
SP003608,HHE,EBN,8,1,False,False,False,
SP003609,XVJ,DVP,35,1,False,False,False,
SP003610,BAK,TBD,16,1,False,False,False,
SP003611,MAI,PAD,11,1,False,False,False,
SP003612,LLJ,MIA,23,1,False,False,False,
SP003613,HAF,PAD,6,1,False,False,True,SP000796
SP003614,MAI,PAD,11,2,False,False,False,
SP003615,DVP,CST,24,1,False,False,False,
SP003616,PLY,LDS,43,2,False,False,False,
SP003617,MAN,CDF,22,4,False,False,True,SP002860
SP003618,AFK,CHX,17,1,False,False,False,
SP003619,CDF,CTR,19,2,False,False,False,
SP003620,MFH,CDF,26,1,False,False,False,
SP003621,PMD,CDF,30,1,False,False,False,
SP003622,CDF,CMN,13,1,False,False,False,
SP003623,MFH,CMN,7,3,False,False,True,SP001498
SP003624,BNP,CMA,4,20,False,False,True,SP003628
SP003625,PMD,CDF,23,1,False,False,False,
SP003626,BRI,PNZ,25,2,False,False,False,
SP003627,BDM,TBD,35,2,False,False,False,
SP003628,CMA,BNP,4,18,False,False,True,SP003624
SP003629,TBD,BDM,35,1,False,False,False,
SP003630,DLJ,SQE,10,144,False,False,True,SP000010
SP003631,CDB,CDF,3,2,False,False,False,
SP003632,WLP,AYW,9,2,False,False,False,
SP003633,LLD,LLJ,3,26,False,False,True,SP003050
SP003634,CDF,MST,11,1,False,False,False,
SP003635,MAN,CTR,11,1,False,False,False,
SP003636,HWV,PAD,7,1,False,False,True,SP003714
SP003637,CRS,GRS,15,2,False,False,False,
SP003638,RAY,PMH,24,2,False,False,False,
SP003639,EDB,GLC,10,2,False,False,False,
SP003640,DKG,BAK,13,1,False,False,False,
SP003641,HYN,MTH,16,2,False,False,False,
SP003642,BNP,LLP,4,20,False,False,True,SP003648
SP003643,BAK,SRH,4,2,False,False,False,
SP003644,EDB,INV,18,2,False,False,False,
SP003645,EDB,XCN,2,3,False,True,True,SP000193
SP003646,DEE,EDB,9,2,False,False,False,
SP003647,BNP,LCP,3,2,False,False,False,
SP003648,LLP,BNP,4,24,False,False,True,SP003642
SP003649,PNZ,PAD,37,2,False,False,False,
SP003650,MLN,MTH,21,6,False,False,False,
SP003651,PLY,PAD,22,2,False,False,False,
SP003652,TAU,XBV,6,42,False,False,False,
SP003653,EDB,DUN,8,2,False,False,False,
SP003654,HHD,CRE,17,2,False,False,True,SP002829
SP003655,BHC,ADR,28,52,False,False,True,SP000405
SP003656,CHX,GRV,23,1,False,False,False,
SP003657,LIV,NCL,39,1,False,False,False,
SP003658,KGX,ELY,20,1,False,False,True,SP003660
SP003659,GTA,NCL,17,4,False,False,True,SP003092
SP003660,ELY,KGX,20,1,False,False,True,SP003658
SP003661,BHC,ADR,27,2,False,False,False,
SP003662,XBV,TAU,6,42,False,False,False,
SP003663,MAN,GLO,12,2,False,False,False,
SP003664,RAM,CHX,31,1,False,False,False,
SP003665,HFX,LDS,5,1,False,False,True,SP004002
SP003666,PAD,TAU,20,2,False,False,False,
SP003667,KGX,YRK,20,1,False,False,False,
SP003668,MCO,SOP,18,2,False,False,True,SP003734
SP003669,KGX,INV,50,2,False,False,False,
SP003670,BPN,LIV,18,2,False,False,True,SP003129
SP003671,HUL,SHF,13,2,False,False,False,
SP003672,WML,LIV,25,2,False,False,False,
SP003673,BAK,WRH,24,1,False,False,False,
SP003674,MCV,BBN,9,2,False,False,False,
SP003675,BAL,WRH,18,1,False,False,False,
SP003676,MAN,CDF,23,4,False,False,False,
SP003677,BAL,WRH,19,1,False,False,False,
SP003678,MAN,FGH,40,2,False,False,False,
SP003679,RAY,SOU,16,1,False,False,False,
SP003680,DMR,BHC,7,2,False,False,False,
SP003681,ADR,BHC,26,2,False,False,False,
SP003682,SOU,BTN,27,4,False,False,False,
SP003683,TOM,SSD,8,1,False,False,True,SP003685
SP003684,LST,SSD,11,1,False,False,False,
SP003685,SSD,TOM,8,2,False,False,True,SP003683
SP003686,MAN,PMD,45,2,False,False,False,
SP003687,BBN,RCD,8,2,False,False,False,
SP003688,DMR,ADR,20,2,False,False,False,
SP003689,DMR,BHC,9,2,False,False,True,SP004302
SP003690,CUB,DMR,26,26,False,False,False,
SP003691,CDF,ABA,17,5,False,False,False,
SP003692,MAN,CMN,41,1,False,False,False,
SP003693,CDF,TRB,19,65,False,False,True,SP002091
SP003694,CAT,XSU,17,1,False,False,False,
SP003695,RCD,LDS,11,2,False,False,False,
SP003696,LWT,NRW,10,4,False,False,True,SP002721
SP003697,BNP,EXD,4,1,False,False,False,
SP003698,CHX,DFD,15,1,False,False,False,
SP003699,CHX,ORP,14,1,False,False,False,
SP003700,TOT,XSC,3,26,False,False,True,SP003725
SP003701,YRK,KGX,28,1,False,False,False,
SP003702,SLB,NCL,15,2,False,False,False,
SP003703,GYM,NRW,6,2,False,False,True,SP002756
SP003704,CUB,DMR,26,6,False,False,True,SP003001
SP003705,NOT,LIV,23,2,False,False,False,
SP003706,HUD,MAN,7,2,False,False,False,
SP003707,MIA,BPN,18,2,False,False,False,
SP003708,MTH,DMR,22,6,False,False,True,SP003003
SP003709,MFH,MAN,42,6,False,False,False,
SP003710,HAF,SNF,27,4,False,False,False,
SP003711,MIA,BPN,23,2,False,False,False,
SP003712,FGH,MAN,41,2,False,False,False,
SP003713,MFH,MAN,43,2,False,False,False,
SP003714,PAD,HWV,7,1,False,False,True,SP003636
SP003715,CDF,MAN,21,10,False,False,True,SP002858
SP003716,ABX,PDX,10,40,False,False,True,SP003324
SP003717,TOT,KBS,2,2,False,True,True,SP003722
SP003718,EDB,ABD,18,1,False,False,True,SP002075
SP003719,MAN,LDS,3,1,False,False,True,SP003721
SP003720,XVJ,RAM,38,1,False,False,True,SP004587
SP003721,LDS,MAN,3,1,False,False,True,SP003719
SP003722,KBS,TOT,2,2,False,True,True,SP003717
SP003723,LDS,YRK,5,1,False,False,False,
SP003724,BPN,MIA,22,2,False,False,False,
SP003725,XSC,TOT,3,26,False,False,True,SP003700
SP003726,PLY,PNZ,15,2,False,False,True,SP002663
SP003727,CUB,MLN,25,2,False,False,True,SP003008
SP003728,GTW,RDZ,22,1,False,False,True,SP002293
SP003729,EAD,WOK,8,1,False,False,False,
SP003730,ABX,HWV,16,1,False,False,False,
SP003731,RAY,STW,7,1,False,False,False,
SP003732,ASB,GLC,12,4,False,False,True,SP003270
SP003733,YVP,YVJ,3,22,False,False,True,SP003735
SP003734,SOP,MCO,18,2,False,False,True,SP003668
SP003735,YVJ,YVP,3,22,False,False,True,SP003733
SP003736,SCA,MAN,18,1,False,False,False,
SP003737,STA,NOT,10,1,False,False,False,
SP003738,LST,HWC,19,2,False,False,False,
SP003739,HWC,LST,20,2,False,False,False,
SP003740,COL,HWC,7,6,False,False,True,SP004160
SP003741,LST,HPQ,18,2,False,False,False,
SP003742,YVJ,YVP,2,4,False,True,True,SP001828
SP003743,LST,HPQ,17,2,False,False,False,
SP003744,CMN,CDF,20,2,False,False,True,SP003203
SP003745,LLE,CDF,15,2,False,False,False,
SP003746,SWA,CDF,13,6,False,False,True,SP003748
SP003747,SSD,LST,14,1,False,False,True,SP002280
SP003748,CDF,SWA,13,10,False,False,True,SP003746
SP003749,COW,EDB,10,12,False,False,True,SP000842
SP003750,PMD,CDF,29,4,False,False,False,
SP003751,WOS,BRI,9,2,False,False,False,
SP003752,ARA,ARA,3,1,True,False,True,SP003752
SP003753,MLG,ARA,2,3,False,True,True,SP002544
SP003754,LIV,WGN,13,2,False,False,False,
SP003755,RDG,PAD,6,4,False,False,True,SP001939
SP003756,BAL,BTN,15,1,False,False,False,
SP003757,EDB,LEV,14,6,False,False,False,
SP003758,BDM,BTN,36,2,False,False,False,
SP003759,EBN,BAL,19,1,False,False,False,
SP003760,CHX,GRV,19,1,False,False,False,
SP003761,EDB,COW,11,2,False,False,False,
SP003762,LLJ,BFF,5,2,False,False,False,
SP003763,BFF,LLD,13,12,False,False,True,SP003764
SP003764,LLD,BFF,13,10,False,False,True,SP003763
SP003765,LAN,EUS,29,1,False,False,False,
SP003766,GLQ,FKG,9,38,False,False,True,SP003264
SP003767,EDB,GLT,12,2,False,False,False,
SP003768,HLC,EDB,31,2,False,False,False,
SP003769,BHM,RGL,15,1,False,False,False,
SP003770,HLC,BHG,31,6,False,False,False,
SP003771,CDF,MFH,27,2,False,False,False,
SP003772,FGH,CLR,3,2,False,False,True,SP003471
SP003773,HLC,ADR,26,2,False,False,False,
SP003774,ADR,HLC,24,2,False,False,False,
SP003775,DMR,HLC,7,2,False,False,False,
SP003776,EDB,HLC,32,2,False,False,False,
SP003777,SRA,BIS,15,8,False,False,False,
SP003778,SRA,BIS,14,4,False,False,False,
SP003779,EDB,HLC,35,2,False,False,True,SP001995
SP003780,SWA,CMN,8,3,False,False,False,
SP003781,BPN,LDS,12,2,False,False,False,
SP003782,HLC,EDB,34,8,False,False,True,SP001993
SP003783,PMD,CMN,11,2,False,False,True,SP001502
SP003784,SWA,FGH,13,2,False,False,False,
SP003785,SRA,BIS,14,2,False,False,False,
SP003786,BHM,HHD,22,1,False,False,True,SP004015
SP003787,SRA,BIS,16,2,False,False,False,
SP003788,PAD,SWA,24,1,False,False,False,
SP003789,CMN,TEN,3,4,False,False,True,SP003790
SP003790,TEN,CMN,3,4,False,False,True,SP003789
SP003791,SRA,BIS,14,2,False,False,False,
SP003792,EDB,HLC,33,2,False,False,False,
SP003793,BRI,PAD,18,1,False,False,False,
SP003794,BAK,ECR,4,1,False,False,False,
SP003795,LST,BIS,13,1,False,False,False,
SP003796,EDB,GRS,25,2,False,False,False,
SP003797,WCK,INV,26,2,False,False,True,SP002001
SP003798,DIN,INV,5,2,False,False,True,SP003799
SP003799,INV,DIN,5,2,False,False,True,SP003798
SP003800,IGD,INV,7,2,False,False,True,SP003801
SP003801,INV,IGD,7,2,False,False,True,SP003800
SP003802,INV,ARD,10,2,False,False,True,SP001588
SP003803,TAI,INV,9,2,False,False,True,SP003804
SP003804,INV,TAI,9,3,False,False,True,SP003803
SP003805,INV,KYL,17,8,False,False,True,SP002002
SP003806,LET,KGX,14,1,False,False,True,SP000187
SP003807,GRS,EDB,24,1,False,False,False,
SP003808,EDB,GLC,7,2,False,False,False,
SP003809,BTN,WSW,23,1,False,False,False,
SP003810,ABD,DEE,10,2,False,False,True,SP001758
SP003811,WOS,PAD,18,1,False,False,True,SP000198
SP003812,EBN,HHE,13,1,False,False,False,
SP003813,PLY,LSK,9,2,False,False,True,SP002651
SP003814,GLC,EKL,8,2,False,False,False,
SP003815,GLC,EKL,6,2,False,False,False,
SP003816,GDP,PDX,16,2,False,False,False,
SP003817,NOT,LIV,24,2,False,False,False,
SP003818,CUB,GLQ,7,28,False,False,True,SP003819
SP003819,GLQ,CUB,7,30,False,False,True,SP003818
SP003820,TPB,FST,15,1,False,False,False,
SP003821,SRY,FST,14,2,False,False,False,
SP003822,WSW,TBD,19,1,False,False,False,
SP003823,SRY,FST,14,2,False,False,True,SP002459
SP003824,MCV,WGW,11,2,False,False,True,SP001776
SP003825,SRY,FST,14,2,False,False,False,
SP003826,LLE,LLV,12,2,False,False,False,
SP003827,SRY,FST,14,2,False,False,False,
SP003828,SWA,SHR,34,8,False,False,True,SP000538
SP003829,TPB,FST,15,2,False,False,False,
SP003830,SRY,FST,16,56,False,False,False,
SP003831,FST,LES,8,2,False,False,True,SP003860
SP003832,GLT,EDB,11,2,False,False,False,
SP003833,EDB,GLT,13,2,False,False,False,
SP003834,AYR,GLC,19,2,False,False,False,
SP003835,SRY,FST,16,2,False,False,False,
SP003836,OXF,BRI,6,14,False,False,True,SP003837
SP003837,BRI,OXF,6,16,False,False,True,SP003836
SP003838,XSU,CAT,18,2,False,False,False,
SP003839,SHF,PNS,9,1,False,False,False,
SP003840,AON,FNH,3,2,False,False,False,
SP003841,OXF,BRI,5,2,False,False,False,
SP003842,POO,NEM,26,2,False,False,False,
SP003843,BAK,HRH,19,1,False,False,False,
SP003844,NEM,BMH,21,2,False,False,False,
SP003845,WOF,PAD,19,2,False,False,True,SP000364
SP003846,NEM,BMH,22,4,False,False,True,SP002944
SP003847,WJL,EUS,6,2,False,False,True,SP003560
SP003848,SRY,FST,16,5,False,False,True,SP000619
SP003849,NEM,BMH,16,1,False,False,False,
SP003850,SRY,FST,15,8,False,False,True,SP002441
SP003851,NEM,SOU,13,2,False,False,False,
SP003852,TPB,FST,16,2,False,False,False,
SP003853,LEV,EDB,11,1,False,False,False,
SP003854,POO,NEM,19,2,False,False,True,SP004198
SP003855,KGX,ABD,60,1,False,False,False,
SP003856,DBY,STP,22,1,False,False,False,
SP003857,GRY,FST,8,28,False,False,False,
SP003858,MBR,RCC,3,34,False,False,False,
SP003859,KGX,LDS,31,1,False,False,False,
SP003860,LES,FST,8,2,False,False,True,SP003831
SP003861,BDM,BTN,46,1,False,False,False,
SP003862,SHF,CLE,14,1,False,False,False,
SP003863,DON,LIV,23,1,False,False,False,
SP003864,LRH,GRS,18,4,False,False,False,
SP003865,BDM,BTN,47,1,False,False,False,
SP003866,FTW,EDB,27,2,False,False,False,
SP003867,MYB,OXF,16,1,False,False,False,
SP003868,SHR,LLO,5,2,False,False,False,
SP003869,HUL,MAN,17,1,False,False,False,
SP003870,SVG,AAP,7,2,False,False,True,SP002513
SP003871,NEM,SAL,11,1,False,False,False,
SP003872,EXD,SAL,14,2,False,False,False,
SP003873,YRK,SHF,10,2,False,False,True,SP002572
SP003874,PSE,FST,11,2,False,False,True,SP000557
SP003875,HFD,BHM,18,2,False,False,False,
SP003876,SVG,WGC,4,2,False,False,False,
SP003877,WTM,LST,12,2,False,False,False,
SP003878,EDB,PTH,17,2,False,False,False,
SP003879,SVG,RYS,6,2,False,False,False,
SP003880,BTR,LST,15,6,False,False,False,
SP003881,SOC,FST,14,4,False,False,False,
SP003882,BHM,MKC,15,2,False,False,True,SP001348
SP003883,MFH,CDF,25,3,False,False,False,
SP003884,DEE,ARB,4,2,False,False,False,
SP003885,WTM,LST,10,4,False,False,False,
SP003886,DEE,ARB,5,6,False,False,True,SP002014
SP003887,WRX,CTR,2,4,False,True,False,
SP003888,BTR,LST,16,2,False,False,False,
SP003889,ARB,DEE,8,2,False,False,False,
SP003890,PTH,ARB,6,2,False,False,False,
SP003891,CRE,SHR,7,2,False,False,False,
SP003892,ADR,MLN,19,1,False,False,False,
SP003893,EDB,MLN,25,8,False,False,True,SP000707
SP003894,HYN,EDB,20,2,False,False,False,
SP003895,BHG,MLN,20,2,False,False,False,
SP003896,BHG,MLN,17,6,False,False,True,SP003912
SP003897,EDB,GRS,21,2,False,False,False,
SP003898,BHG,MLN,21,4,False,False,False,
SP003899,NEM,AON,12,1,False,False,False,
SP003900,SWA,PAD,22,1,False,False,True,SP003440
SP003901,MLN,ADR,15,6,False,False,True,SP003911
SP003902,EDB,MLN,29,2,False,False,True,SP003909
SP003903,WEY,NEM,33,2,False,False,False,
SP003904,SMQ,PNQ,2,2,False,True,True,SP003247
SP003905,LST,WTM,13,2,False,False,False,
SP003906,GRS,EDB,22,2,False,False,False,
SP003907,MLN,EDB,28,2,False,False,False,
SP003908,LST,WTM,12,6,False,False,False,
SP003909,MLN,EDB,29,4,False,False,True,SP003902
SP003910,LST,BTR,16,2,False,False,False,
SP003911,ADR,MLN,15,3,False,False,True,SP003901
SP003912,MLN,BHG,17,4,False,False,True,SP003896
SP003913,LIT,PMS,14,2,False,False,False,
SP003914,COL,LST,12,2,False,False,False,
SP003915,WHP,RAI,35,1,False,False,False,
SP003916,DMR,EDB,30,1,False,False,False,
SP003917,NEM,BMH,21,2,False,False,False,
SP003918,SOU,NEM,20,2,False,False,False,
SP003919,WTM,LST,11,4,False,False,False,
SP003920,SOU,PMH,16,2,False,False,False,
SP003921,XOA,CNF,3,2,False,False,False,
SP003922,LST,COL,15,2,False,False,False,
SP003923,LST,COL,15,2,False,False,False,
SP003924,BAU,HUU,2,18,False,True,True,SP003925
SP003925,HUU,BAU,2,18,False,True,True,SP003924
SP003926,LST,COL,16,2,False,False,False,
SP003927,LST,ELY,21,6,False,False,False,
SP003928,NEM,BSK,13,1,False,False,False,
SP003929,ELY,LST,22,1,False,False,False,
SP003930,LST,CMB,19,4,False,False,False,
SP003931,CBG,LST,16,4,False,False,False,
SP003932,LIF,LOB,22,2,False,False,True,SP002345
SP003933,BHM,BMV,10,4,False,False,True,SP002718
SP003934,LIF,BMV,24,66,False,False,True,SP002346
SP003935,ELY,LST,19,2,False,False,False,
SP003936,CBG,LST,20,2,False,False,False,
SP003937,LST,CBG,18,4,False,False,False,
SP003938,CBG,LST,20,4,False,False,False,
SP003939,NEM,PTR,12,1,False,False,False,
SP003940,PSE,FST,12,4,False,False,False,
SP003941,HUD,LDS,6,1,False,False,True,SP003943
SP003942,SAL,ROM,12,2,False,False,False,
SP003943,LDS,HUD,6,1,False,False,True,SP003941
SP003944,SAL,SAL,16,2,True,False,False,
SP003945,SMN,LST,15,6,False,False,False,
SP003946,SMN,LST,14,2,False,False,False,
SP003947,LST,SMN,16,4,False,False,False,
SP003948,LST,SOV,22,1,False,False,False,
SP003949,FOK,RDC,20,2,False,False,True,SP001479
SP003950,MCV,LIV,12,34,False,False,True,SP001815
SP003951,HUL,YRK,10,1,False,False,False,
SP003952,DBY,MAT,9,2,False,False,False,
SP003953,NRW,SHF,21,2,False,False,False,
SP003954,SOV,LST,20,2,False,False,False,
SP003955,SOV,LST,20,1,False,False,False,
SP003956,BHM,SHR,21,1,False,False,False,
SP003957,PAD,GFD,7,1,False,False,True,SP004088
SP003958,EUS,INV,58,2,False,False,False,
SP003959,BHM,SHR,20,31,False,False,True,SP001707
SP003960,MAN,YRK,14,2,False,False,True,SP000681
SP003961,HBD,LDS,9,2,False,False,False,
SP003962,LAI,FST,7,8,False,False,False,
SP003963,MFH,CDF,21,1,False,False,False,
SP003964,RCD,LDS,9,2,False,False,False,
SP003965,BRI,EDB,47,2,False,False,True,SP003384
SP003966,SHF,WKK,8,2,False,False,False,
SP003967,BHM,NMP,12,2,False,False,True,SP001306
SP003968,GRY,FST,8,58,False,False,True,SP004573
SP003969,BAK,BTN,25,1,False,False,False,
SP003970,EDB,EUS,46,13,False,False,True,SP003360
SP003971,BHM,WOF,11,2,False,False,False,
SP003972,BHM,SHR,17,3,False,False,True,SP002701
SP003973,BSW,KID,13,2,False,False,True,SP001428
SP003974,SAV,KID,32,18,False,False,True,SP001216
SP003975,SOC,FST,17,6,False,False,False,
SP003976,WTE,KID,21,2,False,False,False,
SP003977,NRW,GYM,8,4,False,False,True,SP003981
SP003978,WTE,KID,22,20,False,False,True,SP001222
SP003979,WDM,PRE,8,2,False,False,False,
SP003980,HUL,HFX,16,1,False,False,False,
SP003981,GYM,NRW,8,2,False,False,True,SP003977
SP003982,GYM,NRW,7,2,False,False,False,
SP003983,GYM,NRW,6,4,False,False,True,SP002988
SP003984,BPN,MIA,26,1,False,False,True,SP004572
SP003985,SHF,LDS,11,1,False,False,False,
SP003986,GLQ,KGX,40,1,False,False,False,
SP003987,MAN,BUX,13,2,False,False,True,SP003468
SP003988,WTE,KID,23,6,False,False,True,SP001224
SP003989,BTN,BAK,18,1,False,False,False,
SP003990,LLJ,MIA,21,1,False,False,True,SP003057
SP003991,PBO,HRH,35,1,False,False,False,
SP003992,PBO,HRH,37,1,False,False,False,
SP003993,HRH,PBO,35,1,False,False,False,
SP003994,PBO,KGX,15,2,False,False,False,
SP003995,BKG,GRY,5,4,False,False,False,
SP003996,PBO,KGX,17,1,False,False,False,
SP003997,TPB,FST,19,2,False,False,False,
SP003998,LDS,BPN,19,1,False,False,False,
SP003999,LST,CLT,22,2,False,False,False,
SP004000,GLC,EUS,43,1,False,False,True,SP004036
SP004001,CLT,LST,27,1,False,False,False,
SP004002,LDS,HFX,5,2,False,False,True,SP003665
SP004003,CLT,LST,17,6,False,False,False,
SP004004,CLT,LST,19,2,False,False,False,
SP004005,MCO,LIV,20,2,False,False,False,
SP004006,CLT,LST,21,2,False,False,False,
SP004007,MCO,LIV,20,2,False,False,False,
SP004008,CBG,KGX,17,1,False,False,True,SP001727
SP004009,GLC,EUS,44,1,False,False,False,
SP004010,GLC,EUS,38,1,False,False,True,SP004012
SP004011,SHF,MAN,13,1,False,False,False,
SP004012,EUS,GLC,38,1,False,False,True,SP004010
SP004013,BAK,HRH,19,1,False,False,False,
SP004014,WON,LST,19,2,False,False,False,
SP004015,HHD,BHM,22,2,False,False,True,SP003786
SP004016,BHM,RDC,11,2,False,False,True,SP000046
SP004017,EUS,PRE,28,2,False,False,False,
SP004018,GTW,BAL,8,1,False,False,False,
SP004019,BHM,GLC,28,2,False,False,False,
SP004020,BAL,GTW,7,1,False,False,False,
SP004021,SLB,MAN,35,1,False,False,False,
SP004022,BHM,LIV,23,1,False,False,False,
SP004023,MAN,EUS,27,2,False,False,False,
SP004024,LST,CLT,19,2,False,False,False,
SP004025,EUS,PRE,26,2,False,False,False,
SP004026,LIV,CRE,9,4,False,False,False,
SP004027,MAN,RCC,21,2,False,False,True,SP003128
SP004028,LST,CLT,18,4,False,False,False,
SP004029,LST,CLT,20,4,False,False,False,
SP004030,BHM,FOK,10,2,False,False,False,
SP004031,BMV,LIC,23,2,False,False,False,
SP004032,GTW,BAL,13,1,False,False,False,
SP004033,GLC,EUS,46,11,False,False,True,SP000892
SP004034,EUS,CRE,32,2,False,False,False,
SP004035,MBR,WTB,18,9,False,False,True,SP004412
SP004036,EUS,GLC,43,1,False,False,True,SP004000
SP004037,LCN,STP,26,2,False,False,False,
SP004038,LCN,STP,26,2,False,False,False,
SP004039,LST,CLT,20,2,False,False,False,
SP004040,RDG,PAD,14,1,False,False,True,SP003199
SP004041,HAF,PAD,7,1,False,False,False,
SP004042,MAN,CRE,13,1,False,False,False,
SP004043,BHM,LIF,15,4,False,False,True,SP000050
SP004044,GLC,EUS,57,1,False,False,False,
SP004045,WOK,QRB,21,2,False,False,True,SP003557
SP004046,IPS,LST,21,1,False,False,False,
SP004047,SHF,STP,29,1,False,False,False,
SP004048,IPS,LST,15,2,False,False,False,
SP004049,LST,IPS,18,2,False,False,False,
SP004050,LST,IPS,16,6,False,False,False,
SP004051,RGL,BHM,18,2,False,False,True,SP002763
SP004052,RDG,BDW,11,1,False,False,True,SP003131
SP004053,LST,IPS,15,4,False,False,False,
SP004054,KET,NOT,9,2,False,False,False,
SP004055,LIV,WGN,9,1,False,False,False,
SP004056,LIV,WAC,11,30,False,False,True,SP002440
SP004057,HBD,LDS,10,2,False,False,True,SP002024
SP004058,CHI,LST,11,4,False,False,True,SP004059
SP004059,LST,CHI,11,1,False,False,True,SP004058
SP004060,IPS,LST,15,2,False,False,False,
SP004061,CDF,BGD,14,2,False,False,True,SP001052
SP004062,MNG,HWC,6,34,False,False,True,SP004064
SP004063,BHM,EUS,29,2,False,False,False,
SP004064,HWC,MNG,6,36,False,False,True,SP004062
SP004065,LST,ELY,25,2,False,False,False,
SP004066,LST,CMB,23,24,False,False,True,SP004068
