route_id,pattern_id,origin,destination,station_count,station_sequence
R00343,SP004587,RAM,XVJ,38,RAM|DMP|BSR|MAR|WGA|BCH|HNB|CSW|WHI|FAV|TEY|SIT|NGT|RAI|GLM|CTM|RTR|XRJ|SOR|MEP|LGF|XWK|FNR|SAY|SMY|XMU|XLY|BKL|BMS|SRT|BKJ|KTH|PNE|SYH|WDU|HNH|BRX|XVJ
R00344,SP000480,BHM,EDB,33,BHM|XOZ|XLX|WTO|XKI|TAH|XWE|BUT|DBY|XAJ|CHD|SHF|SWN|MRP|WKF|LDS|CRG|MIK|CHF|YRK|THI|NTR|DAR|DHM|NCL|MPT|ALM|BWK|RSN|DUN|DRM|PST|EDB
R00345,SP004588,DVP,XVJ,39,DVP|XUK|KSN|SPH|SWO|AYH|ADM|BKS|CBE|SEG|FAV|TEY|SIT|NGT|RAI|GLM|CTM|RTR|XRJ|SOR|MEP|LGF|XWK|FNR|SAY|SMY|XMU|XLY|BKL|BMS|SRT|BKJ|KTH|PNE|SYH|WDU|HNH|BRX|XVJ
R00346,SP000482,PLY,PNZ,14,PLY|STS|SGM|LSK|BOD|LOS|PAR|SAU|TRU|RED|CBN|HYL|SER|PNZ
R00347,SP003381,NOT,CDF,33,NOT|BEE|XTR|LGE|SPO|DBY|BUT|XWE|TAH|XKI|WTO|XLX|XOZ|BHM|FWY|UNI|SLY|KNN|LOB|BTG|BMV|XSW|WOP|XAY|ASC|CNM|GCR|LYD|CPW|CDT|STJ|NWP|CDF
R00348,SP003409,BRI,PMH,24,BRI|KYN|OLF|BTH|FFD|AVF|BOA|TRO|WSB|WMN|SAL|DEN|ROM|RDB|SOU|SDN|NTL|BUO|SNW|FRM|CSA|FTN|PMS|PMH
R00349,SP000485,MAN,CTR,8,MAN|MCO|NLW|ERL|RUE|FRD|HSB|CTR
R00350,SP002357,EXD,PNZ,25,EXD|DWW|DWL|TGM|NTA|TOT|IVY|PLY|DPT|DOC|KEY|STS|SGM|MEN|LSK|BOD|LOS|PAR|SAU|TRU|RED|CBN|HYL|SER|PNZ
R00351,SP000488,PLY,PNZ,18,PLY|DPT|KEY|SBF|STS|SGM|MEN|LSK|BOD|LOS|PAR|SAU|TRU|RED|CBN|HYL|SER|PNZ
R00352,SP001500,CTR,MAN,8,CTR|HSB|FRD|RUE|ERL|NLW|MCO|MAN
R00353,SP000490,STR,GLC,14,STR|BRL|GIR|MAY|AYR|NOA|PTW|TRN|KMK|KLM|STT|DNL|BRR|GLC
R00354,SP000492,GLC,PLY,63,GLC|MTH|SDM|SLA|HYM|EDB|PST|DRM|DUN|RSN|BWK|ALM|MPT|NCL|DHM|DAR|NTR|THI|YRK|CHF|MIK|CRG|LDS|WKF|MRP|SWN|SHF|CHD|XAJ|DBY|BUT|XWE|TAH|XKI|WTO|XLX|XOZ|BHM|FWY|SLY|KNN|LOB|BTG|BMV|XSW|XAY|ASC|CNM|YAE|BPW|FIT|BRI|BWT|TAU|TVP|EXD|DWW|DWL|TGM|NTA|TOT|IVY|PLY
R00355,SP000497,KMK,STR,9,KMK|TRN|PTW|NOA|AYR|MAY|GIR|BRL|STR
R00356,SP000499,PTH,EDB,16,PTH|LDY|MNC|GLT|CDD|LCG|COW|DFL|DFE|ROS|INK|NQU|DAM|EGY|HYM|EDB
R00357,SP000500,LEV,EDB,16,LEV|CBX|GLT|CDD|LCG|COW|DFL|DFE|ROS|INK|NQU|DAM|EGY|SGL|HYM|EDB
R00358,SP002530,LDS,HUL,16,LDS|CRG|GRF|EGF|MIK|SOM|SBY|WRS|HOW|EGN|GBD|BMF|BUH|FRY|HES|HUL
R00359,SP002934,SHF,LCN,11,SHF|DAN|WDH|KIV|KVP|SRO|WRK|XRO|GBL|SXY|LCN
R00360,SP004276,YRK,BPN,22,YRK|CHF|MIK|EGF|GRF|CRG|LDS|NPD|BDI|HFX|HBD|BYM|ACR|BBN|MLH|BMB|XLS|LOH|PRE|KKM|PFY|BPN
R00361,SP000506,BDQ,KGX,23,BDQ|SHY|LDS|WKF|AWK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
R00362,SP002309,HFD,PAD,32,HFD|LED|CWL|XMN|GMV|MVL|XHK|WOF|WOS|WPH|PSH|EVE|HYB|MIM|KGM|AUW|CBY|HND|OXF|GOR|RDG|TWY|MAI|TAP|BNM|SLO|HAY|STL|WEA|EAL|AML|PAD
R00363,SP000509,WTH,CKL,2,WTH|CKL
R00364,SP000510,PRR,AYS,4,PRR|MRS|LTK|AYS
R00365,SP000511,SKI,KGX,24,SKI|KEI|SHY|LDS|WKF|AWK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
R00366,SP000512,CKL,WTH,2,CKL|WTH
R00367,SP000513,SHF,LDS,5,SHF|SWN|MRP|WKF|LDS
R00368,SP000514,EVE,OXF,8,EVE|HYB|MIM|KGM|AUW|CBY|HND|OXF
R00369,SP001644,LDS,PLY,41,LDS|WKF|MRP|SWN|SHF|CHD|XAJ|DBY|BUT|XWE|TAH|XKI|WTO|XLX|XOZ|BHM|FWY|SLY|KNN|LOB|BTG|BMV|XSW|XAY|ASC|CNM|YAE|BPW|FIT|BRI|BWT|TAU|TVP|EXD|DWW|DWL|TGM|NTA|TOT|IVY|PLY
R00370,SP001054,LDS,KGX,32,LDS|WKF|AWK|DON|RET|XNK|NNG|GRA|PBO|HUN|SNO|SDY|BIW|ARL|HIT|SVG|KBW|XGN|WGC|HAT|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HRN|HGY|FPK|XKB|KGX
R00371,SP003514,EXM,CDF,27,EXM|LYM|LYC|EXN|TOP|NCO|DIG|POL|SJP|EXC|EXD|TVP|TAU|BWT|HIG|WSM|WOR|YAT|NLS|PSN|BRI|FIT|PWY|PIL|STJ|NWP|CDF
R00372,SP001556,PGN,MAN,44,PGN|TQY|TRR|NTA|TGM|DWL|DWW|EXD|TVP|TAU|BWT|WSM|PSN|BRI|FIT|BPW|YAE|CNM|ASC|XAY|XSW|BMV|BTG|LOB|KNN|XIR|XON|XOZ|BHM|XOS|XGJ|DDP|WVH|XBJ|PKG|STA|SNE|SOT|KDG|CNG|MAC|CHU|SPT|MAN
R00373,SP000519,LCN,KGX,16,LCN|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
R00374,SP000520,LDS,CAR,23,LDS|SHY|SAE|BIY|CFL|KEI|SON|CEY|SKI|GGV|HLD|LPR|SET|HIR|RHD|DNT|GSD|KSW|APP|LGW|LZB|AWT|CAR
R00375,SP002027,SPR,BHC,24,SPR|BNL|AXP|DST|BLG|HST|GQL|CHC|PTK|HYN|JOR|SCH|GRS|YOK|CYK|DMR|KPT|BWG|DBE|DBC|DLR|RTN|ALX|BHC
R00376,SP000524,WTH,MLM,10,WTH|CKL|SBS|SEL|SSC|DRI|RAV|BOC|SIC|MLM
R00377,SP000525,BDQ,ILK,9,BDQ|FZH|SHY|BLD|GSY|MNN|BUW|BEY|ILK
R00378,SP003916,DMR,EDB,30,DMR|CYK|YOK|GRS|SCH|JOR|HYN|PTK|CHC|GQL|HST|BLG|CAY|SLS|GAR|EST|BAI|CBS|COA|ADR|DRU|CAC|BKR|ARM|BHG|LSN|UHA|EDP|HYM|EDB
R00379,SP001522,BRI,SSD,43,BRI|FIT|BPW|YAE|GCR|CNM|ASC|XAY|WOP|XSW|BMV|BTG|LOB|KNN|SLY|UNI|FWY|BHM|XOZ|XLX|WTO|CEH|XQW|NUN|HNK|LEI|MMO|OKM|XMJ|SMD|PBO|WLE|MCH|MNE|XYE|ELY|WBC|CMB|CBG|CMS|XSP|AUD|SSD
R00380,SP000530,AVP,AYS,2,AVP|AYS
R00381,SP000532,OXF,WOS,9,OXF|CBY|AUW|MIM|HYB|EVE|PSH|WPH|WOS
R00382,SP001318,QPW,KNT,8,QPW|KNL|WJL|HDN|SBP|WMB|NWB|KNT
R00383,SP000535,GLC,CAR,15,GLC|BRR|DNL|STT|KLM|KMK|AUK|NCK|KRK|SQH|DMF|ANN|GEA|XGS|CAR
R00384,SP000594,FST,SOC,16,FST|WEH|BKG|DDK|RNM|PFL|GRY|TIL|ETL|SFO|PSE|BEF|LES|CHW|WCF|SOC
R00385,SP000538,SHR,SWA,34,SHR|CTT|CRV|BME|HPT|BUK|KNI|KNU|LGO|LLT|DOL|PNY|LLO|BHR|CIM|GTH|LLM|LNW|SUG|CYN|LLV|LNR|LLG|LLL|FFA|LLI|AMF|PTF|PTD|LLH|BYE|LLE|GWN|SWA
R00386,SP000539,MAN,HDF,5,MAN|ABY|GUI|DTG|HDF
R00387,SP003441,WOS,PAD,24,WOS|WPH|PSH|EVE|HYB|MIM|KGM|AUW|CBY|HND|OXF|GOR|RDG|TWY|MAI|TAP|BNM|SLO|HAY|STL|WEA|EAL|AML|PAD
R00388,SP004373,BNP,EXC,11,BNP|UMB|PMA|EGG|MRD|COP|YEO|CDI|NTC|EXD|EXC
R00389,SP000542,AYS,AVP,2,AYS|AVP
R00390,SP001287,TRI,EUS,12,TRI|BKM|XOE|HML|APS|KGL|WFJ|BSH|HRW|WMB|XWI|EUS
R00391,SP000544,MLM,WKG,13,MLM|SIC|BOC|RAV|DRI|SSC|SEL|SBS|CKL|WTH|PRN|HRR|WKG
R00392,SP000545,EXD,EXM,7,EXD|EXC|DIG|NCO|TOP|LYM|EXM
R00393,SP000546,GLC,PCN,7,GLC|DUM|CKH|MPK|CKT|HKH|PCN
R00394,SP000547,MRY,SEL,9,MRY|FLM|WKG|HRR|PRN|WTH|CKL|SBS|SEL
R00395,SP002065,SHR,BHM,18,SHR|XSY|WLN|TFC|XMD|SFN|COS|CSL|WVH|CSY|TIP|DDP|SAD|XGQ|XGJ|SMR|XOS|BHM
R00396,SP004102,LMS,WOF,28,LMS|WRW|WRP|HTN|LPW|DDG|WMR|SOL|OLT|ACG|TYS|XOH|BMO|BSW|JEQ|THW|SGB|SMW|ROW|CRA|SBJ|HAG|BKD|KID|HBY|DTW|WOS|WOF
R00397,SP000561,LMS,SAV,8,LMS|WRW|HTN|CLV|BER|WMC|STY|SAV
R00398,SP001203,SUO,BDM,35,SUO|WSU|SUC|SIH|MDS|SMO|WBO|WIM|HYR|TOO|STE|TUH|HNH|LGJ|EPH|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|BCZ|HEN|MIL|ELS|RDT|SAC|HPD|LTN|LUT|LEA|HLN|FLT|BDM
R00399,SP000563,LIT,SOU,21,LIT|FOD|BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|CSA|PTC|FRM|SNW|HME|NTL|SHO|WLS|SDN|SOU
R00400,SP000564,SAV,BAN,6,SAV|HTN|WRW|LMS|XFC|BAN
R00401,SP000566,WSM,PAD,17,WSM|WOR|YAT|NLS|PSN|BRI|BTH|CPM|SWI|DID|GOR|RDG|TWY|MAI|SLO|STL|PAD
R00402,SP000567,DVP,FAV,8,DVP|XUK|KSN|SPH|AYH|CBE|SEG|FAV
R00403,SP001637,ECR,WFJ,16,ECR|SRS|TTH|NRB|SRC|BAL|IMW|WBP|KPA|SPB|XMB|XWI|XXW|WMB|HRW|WFJ
R00404,SP000569,YRK,LDS,6,YRK|ULL|CHF|MIK|CRG|LDS
R00405,SP000571,BCS,BMO,13,BCS|XAN|BAN|XFC|LMS|WRW|WRP|HTN|DDG|SOL|TYS|XOH|BMO
R00406,SP000572,AYS,PRR,4,AYS|LTK|MRS|PRR
R00407,SP000574,HUD,BDI,5,HUD|BGH|HFX|LMR|BDI
R00408,SP000577,MCV,SOP,15,MCV|SFD|SLD|BON|XLK|WHG|HIN|INC|WGW|GST|APB|PBL|BCB|MEC|SOP
R00409,SP003072,MAN,SLB,24,MAN|ABY|GUI|SYB|GNF|MSN|HUD|DEW|MLY|LDS|CRG|MIK|CHF|YRK|THI|NTR|YRM|EAG|TBY|MBR|SBK|RCC|LGK|SLB
R00410,SP000580,CRE,STA,7,CRE|ASG|KDG|LPT|SOT|SNE|STA
R00411,SP000582,LWS,SEF,6,LWS|NVN|NVH|NVN|BIP|SEF
R00412,SP000583,OXT,COH,8,OXT|HUR|EBT|HBF|COC|ABF|ERB|COH
R00413,SP000964,XVJ,RAM,34,XVJ|BRX|HNH|KTH|BKJ|SRT|BMS|XLY|XMU|SMY|SAY|OTF|XOT|KMS|BRG|WMA|EML|BMG|MDE|BSD|HBN|HRM|LEN|CHG|AFK|WYE|CIL|CRT|CBW|STU|MSR|XMF|THP|RAM
R00414,SP000585,FAV,DVP,11,FAV|SEG|CBE|BKS|ADM|AYH|SWO|SPH|KSN|XUK|DVP
R00415,SP000586,HNH,BFR,4,HNH|LGJ|EPH|BFR
R00416,SP001608,SAC,SUO,28,SAC|RDT|ELS|MIL|HEN|BCZ|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|EPH|LGJ|HNH|TUH|STE|TOO|HYR|WIM|WBO|SMO|MDS|SIH|SUC|WSU|SUO
R00417,SP003038,PMH,NEM,17,PMH|PMS|FTN|HAV|PTR|LIS|LIP|HSL|WTY|MLF|GOD|FNC|GLD|WPL|WOK|SUR|NEM
R00418,SP002828,MIA,HHD,31,MIA|HDG|EDY|MAN|MCO|DGT|ECC|NLW|ERL|WBQ|RUE|FRD|HSB|CTR|SHT|FLN|PRT|RHL|AGL|CWB|LLJ|CNW|PMW|LLF|BNG|LPG|BOR|TYC|RHO|VAL|HHD
R00419,SP000592,KLN,DOW,3,KLN|WTG|DOW
R00420,SP000595,DOW,KLN,3,DOW|WTG|KLN
R00421,SP000596,WRX,CRE,3,WRX|CTR|CRE
R00422,SP002293,RDZ,GTW,22,RDZ|EAR|WKM|CRN|SND|BAW|FNN|NCM|ASH|WAN|GLD|SFR|CHL|GOM|DKT|DPD|BTO|REI|RDH|ELD|SAF|GTW
R00423,SP000598,DOW,ELY,3,DOW|LTP|ELY
R00424,SP000600,ELY,DOW,3,ELY|LTP|DOW
R00425,SP000601,LMS,BMO,9,LMS|WRW|HTN|LPW|DDG|SOL|TYS|XOH|BMO
R00426,SP002323,GLC,GRK,16,GLC|CDO|HLE|HLW|PYG|PYJ|BPT|LGB|WDL|PTG|BGS|CDY|GKC|GKW|FTM|GRK
R00427,SP004101,GTW,RDZ,21,GTW|ELD|RDH|REI|BTO|DPD|DKT|GOM|CHL|SFR|GLD|WAN|ASH|NCM|FNN|BAW|SND|CRN|WKM|EAR|RDZ
R00428,SP000608,BRI,BTH,4,BRI|KYN|OLF|BTH
R00429,SP000650,AYS,MYB,18,AYS|LTK|MRS|PRR|SDR|HWY|BCF|GER|DGC|DNM|WRU|SRU|NLT|SDH|SUD|WCX|XNJ|MYB
R00430,SP004524,SVB,SAL,23,SVB|SAR|AVN|PRI|SHH|SML|CFN|RDA|MTP|SRD|LWH|BRI|KYN|OLF|BTH|FFD|AVF|BOA|TRO|WSB|DMH|WMN|SAL
R00431,SP001835,SOU,WEY,22,SOU|RDB|TTN|ANF|BCU|SWY|NWM|HNA|CHR|POK|BMH|BSM|PKS|POO|HAM|HOL|WRM|WOO|MTN|DCH|UPW|WEY
R00432,SP000616,WKK,MAN,14,WKK|MIR|DHN|HUD|SWT|MSN|GNF|MSL|SYB|GUI|GTO|ABY|ADK|MAN
R00433,SP000618,NCL,ASL,7,NCL|NOP|SEJ|NWH|BLI|BEJ|ASL
R00434,SP000619,FST,SRY,16,FST|WEH|BKG|UPM|WHR|LAI|BSO|PSE|BEF|LES|CHW|WCF|SOC|SOE|TPB|SRY
R00435,SP000621,AYS,MYB,12,AYS|LTK|PRR|SDR|HWY|BCF|GER|WRU|SRU|WCX|XNJ|MYB
R00436,SP003263,FAV,CHX,42,FAV|WHI|CSW|HNB|BCH|WGA|MAR|BSR|DMP|RAM|THP|XMF|MSR|SDW|DEA|WAM|MTM|XUK|DVP|FKE|FKC|FKW|XSI|SDG|WHA|AFK|PLC|HCN|SPU|MRN|PDW|TON|SEV|ORP|XPE|CIT|GRP|HGR|XPY|NWX|WAE|CHX
R00437,SP003609,XVJ,DVP,35,XVJ|DMK|NHD|BGM|RVB|SRT|BMS|XLY|XMU|SMY|SAY|FNR|XWK|LGF|MEP|SOR|XRJ|RTR|CTM|GLM|RAI|NGT|SIT|TEY|FAV|SEG|CBE|BKS|ADM|AYH|SWO|SPH|KSN|XUK|DVP
R00438,SP000624,MCE,NCL,3,MCE|DOT|NCL
R00439,SP000625,SAL,BRI,12,SAL|WMN|DMH|WSB|TRO|BOA|AVF|FFD|BTH|OLF|KYN|BRI
R00440,SP000626,BSK,QRB,13,BSK|HOK|WNF|FLE|FNB|BKO|WOK|SUR|NEM|RAY|WPK|ZPU|QRB
R00441,SP003705,NOT,LIV,23,NOT|ILN|LGM|ALF|CHD|DRO|SHF|GRN|BAM|EDL|HAZ|SPT|MAN|MCO|DGT|BWD|WAC|WID|HGN|HNX|ALE|EDG|LIV
R00442,SP000629,RED,RED,1,RED
R00443,SP000630,DAR,NCL,4,DAR|DHM|CLS|NCL
R00444,SP000632,FST,SRY,19,FST|WEH|BKG|UPM|OCK|CFH|GRY|TIL|ETL|SFO|PSE|BEF|LES|CHW|WCF|SOC|SOE|TPB|SRY
R00445,SP000633,BOD,PDT,4,BOD|BDF|WBE|PDT
R00446,SP000635,LMS,BMO,9,LMS|WRW|WRP|HTN|DDG|SOL|TYS|XOH|BMO
R00447,SP000636,PDT,BOD,4,PDT|WBE|BDF|BOD
R00448,SP000637,BIT,OXF,3,BIT|OXP|OXF
R00449,SP003531,SCA,MAN,19,SCA|SEM|MLT|YRK|CHF|MIK|CRG|LDS|MLY|DEW|HUD|SWT|MSN|GNF|MSL|SYB|GUI|ABY|MAN
R00450,SP000641,SCA,YRK,4,SCA|SEM|MLT|YRK
R00451,SP004505,EBN,BAK,21,EBN|HMD|XIL|PLG|XRH|LWS|CBR|XKM|WVF|HHE|TBD|GTW|ELD|RDH|XJS|PUR|ECR|SRS|SRC|BAL|BAK
R00452,SP003454,BAL,ORE,35,BAL|SRS|ECR|SCY|PUR|XJS|RDH|ELD|SAF|HOR|GTW|TBD|HHE|WVF|XKM|PMP|CBR|LWS|XRH|GLY|BRK|PLG|XIL|HMD|EBN|HMD|XIL|PEV|COB|CLL|BEX|XOP|SLQ|HGS|ORE
R00453,SP003083,YRK,MAN,18,YRK|CHF|CFD|NOR|WKK|MIR|DHN|HUD|SWT|MSN|GNF|MSL|SYB|GUI|GTO|ABY|ADK|MAN
R00454,SP000795,LIV,MIA,23,LIV|EDG|WAV|BGE|ROB|HUY|WHN|RNH|LEG|SHJ|ERL|NLW|PAT|ECC|DGT|MCO|MAN|MAU|BNA|EDY|GTY|HDG|MIA
R00455,SP001628,PNZ,EDB,73,PNZ|SER|HYL|CBN|RED|TRU|SAU|PAR|LOS|BOD|LSK|SGM|STS|PLY|IVY|TOT|NTA|TGM|DWL|DWW|EXD|TVP|TAU|BWT|PSN|BRI|FIT|BPW|YAE|CNM|ASC|XAY|WOP|XSW|BMV|BTG|LOB|KNN|SLY|FWY|BHM|XOZ|XLX|WTO|XKI|TAH|XWE|BUT|DBY|XAJ|CHD|SHF|SWN|MRP|WKF|LDS|CRG|MIK|CHF|YRK|THI|NTR|DAR|DHM|NCL|MPT|ALM|BWK|RSN|DUN|DRM|PST|EDB
R00456,SP000656,MAN,YRK,13,MAN|ABY|SYB|MSL|GNF|MSN|SWT|HUD|MIR|WKK|NOR|CFD|YRK
R00457,SP004592,BIF,MIA,31,BIF|ROO|DLT|ULV|CAK|KBK|GOS|ARN|SVR|CNF|XOA|LAN|PRE|XOU|BSV|CRL|ADL|BLK|HWI|XLK|BON|SLD|DGT|MCO|MAN|MAU|BNA|EDY|GTY|HDG|MIA
R00458,SP001513,EAD,GLD,12,EAD|RAY|NEM|SUR|ESH|HER|WAL|WYB|BFN|WBY|WOK|GLD
R00459,SP000662,LCN,CRE,26,LCN|HKM|CLM|XNK|NCT|FSK|BSB|THU|LOW|BUJ|CTO|NOT|BEE|ATB|XTR|LGE|SPO|DBY|TUT|UTT|BYB|LGN|SOT|KDG|ASG|CRE
R00460,SP003555,BDT,YRK,17,BDT|NFN|DRF|HUT|ARR|BEV|CGM|HUL|HES|FRY|BUH|GBD|HOW|SBY|SIE|CHF|YRK
R00461,SP000664,GRV,MDW,6,GRV|SOO|CUX|AYL|MDB|MDW
R00462,SP000669,LDS,SCA,7,LDS|CRG|MIK|YRK|MLT|SEM|SCA
R00463,SP000674,CAR,NCL,10,CAR|XRL|HWH|HDB|HEX|PRU|WYM|BLO|MCE|NCL
R00464,SP001006,INV,KGX,49,INV|CAG|AVM|KIN|DLW|BLA|PIT|DKD|PTH|GLE|DBL|STG|FKG|XGM|PMT|LIN|HYM|EDB|PST|DRM|DUN|RSN|BWK|ALM|MPT|NCL|DHM|DAR|NTR|THI|YRK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
R00465,SP001667,NCL,PLY,50,NCL|DHM|DAR|NTR|THI|YRK|CHF|MIK|CRG|LDS|WKF|MRP|SWN|SHF|CHD|XAJ|DBY|BUT|XWE|TAH|XKI|WTO|XLX|XOZ|BHM|FWY|SLY|KNN|LOB|BTG|BMV|XSW|XAY|ASC|CNM|YAE|BPW|FIT|BRI|BWT|TAU|TVP|EXD|DWW|DWL|TGM|NTA|TOT|IVY|PLY
R00466,SP000706,MAN,HUL,33,MAN|ADK|ABY|GTO|GUI|SYB|MSL|GNF|MSN|SWT|HUD|DHN|MIR|RVN|DEW|BTL|MLY|COT|LDS|CRG|EGF|MIK|SOM|SBY|WRS|HOW|EGN|GBD|BMF|BUH|FRY|HES|HUL
R00467,SP004298,GLQ,INV,25,GLQ|BBG|LNZ|CRO|STG|DBL|PTH|DEE|BYF|CAN|ARB|MTS|LAU|STN|ABD|DYC|INR|INS|HNT|KEH|ELG|FOR|NRN|IVA|INV
R00468,SP001648,YRK,PLY,45,YRK|CHF|MIK|CRG|LDS|WKF|MRP|SWN|SHF|CHD|XAJ|DBY|BUT|XWE|TAH|XKI|WTO|XLX|XOZ|BHM|FWY|SLY|KNN|LOB|BTG|BMV|XSW|XAY|ASC|CNM|YAE|BPW|FIT|BRI|BWT|TAU|TVP|EXD|DWW|DWL|TGM|NTA|TOT|IVY|PLY
R00469,SP000682,GLM,XVJ,25,GLM|CTM|RTR|XRJ|SOR|MEP|LGF|XWK|FNR|SAY|SMY|XMU|XLY|BKL|BMS|SRT|RVB|BEC|BGM|CTF|CFT|NHD|PMR|DMK|XVJ
R00470,SP003542,GLQ,KGX,40,GLQ|BBG|LNZ|CRO|FKK|PMT|LIN|HYM|EDB|PST|DRM|DUN|RSN|BWK|ALM|MPT|NCL|DHM|DAR|NTR|THI|YRK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|HFN|GDH|BOP|AAP|FPK|XKB|KGX
R00471,SP002794,PRR,MYB,12,PRR|SDR|HWY|BCF|GER|DGC|DNM|WRU|SRU|WCX|XNJ|MYB
R00472,SP000686,GLC,EDB,9,GLC|BLH|SHS|XJB|WCL|LVG|SLA|HYM|EDB
R00473,SP003042,NCL,LIV,32,NCL|CLS|DHM|DAR|NTR|THI|YRK|CHF|MIK|CRG|LDS|MLY|DEW|HUD|MSN|GNF|SYB|GUI|ABY|MAN|MCO|DGT|ECC|NLW|ERL|SHJ|LEG|RNH|HUY|ROB|EDG|LIV
R00474,SP000690,AVM,AVM,1,AVM
R00475,SP000691,KYL,KYL,2,KYL|KYL
R00476,SP000693,AVM,DEE,14,AVM|IVA|FOR|ELG|HNT|INR|DYC|STN|LAU|MTS|ARB|CAN|BYF|DEE
R00477,SP000695,HGT,KGX,23,HGT|HRS|LDS|WKF|AWK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
R00478,SP000699,ELG,KYL,5,ELG|FOR|NRN|IVA|KYL
R00479,SP000703,GER,MYB,7,GER|DNM|WRU|SRU|WCX|XNJ|MYB
R00480,SP003909,MLN,EDB,29,MLN|HLF|BRN|WES|ANL|HYN|PTK|CHC|GQL|HST|BLG|CAY|SLS|GAR|EST|BAI|CBS|COA|ADR|DRU|CAC|BKR|ARM|BHG|LSN|UHA|EDP|HYM|EDB
R00481,SP000709,SUY,MKT,4,SUY|BUE|CWC|MKT
R00482,SP000710,CHD,LDS,9,CHD|DRO|SHF|MHS|BNY|WKK|NOR|XES|LDS
R00483,SP000711,MKT,SUY,4,MKT|CWC|BUE|SUY
R00484,SP002716,IPS,PBO,14,IPS|NMT|SMK|ESW|TRS|BSE|KNE|SOJ|ELY|XYE|MNE|MCH|WLE|PBO
R00485,SP001072,DON,KGX,29,DON|RET|XNK|NNG|GRA|PBO|HUN|SNO|SDY|BIW|ARL|HIT|SVG|KBW|XGN|WGC|HAT|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HRN|HGY|FPK|XKB|KGX
R00486,SP000915,LDS,EDB,18,LDS|CRG|MIK|CHF|YRK|THI|NTR|DAR|DHM|NCL|MPT|ALM|BWK|RSN|DUN|DRM|PST|EDB
R00487,SP000720,MCM,LDS,17,MCM|BAR|LAN|XOA|CNF|WNN|BEN|CPY|GIG|LPR|HLD|GGV|SKI|KEI|BIY|SHY|LDS
R00488,SP000721,MDE,CHX,14,MDE|WMA|BRG|XOT|OTF|SAY|XMU|CIT|GRP|HGR|XPY|NWX|WAE|CHX
R00489,SP000722,AFK,CHX,17,AFK|CHG|BSD|MDE|WMA|BRG|XOT|OTF|SAY|XMU|CIT|GRP|HGR|XPY|NWX|WAE|CHX
R00490,SP000724,BSK,RDG,6,BSK|BMY|MOR|RGP|RDW|RDG
R00491,SP001142,CST,CST,26,CST|XKE|NWX|SAJ|LEW|BKH|KDB|ELW|FCN|WLI|BXH|BNH|SGR|ERH|BVD|ABW|PLU|WWA|WWD|CTN|WCB|MZH|GNW|DEP|XKE|CST
R00492,SP004386,IPS,NRW,19,IPS|WFI|WDB|MES|WCM|SAX|DSM|HAS|BRP|BCC|OUS|LWT|OUN|SYT|REE|CNY|BDA|XWH|NRW
R00493,SP000727,COL,IPS,3,COL|MNG|IPS
R00494,SP000728,SKI,LDS,11,SKI|CEY|SON|KEI|CFL|BIY|SAE|SHY|APY|KLF|LDS
R00495,SP000729,LDS,NOT,13,LDS|XES|NOR|WKK|BNY|MHS|SHF|DRO|CHD|ALF|LGM|ILN|NOT
R00496,SP000730,BWK,KGX,27,BWK|ALM|MPT|NCL|DHM|DAR|NTR|THI|YRK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
R00497,SP000732,CHX,HYS,13,CHX|WAE|NWX|XPY|LAD|CFB|LSY|NBC|CLK|ELE|EDN|WWI|HYS
R00498,SP000733,BMH,MAN,42,BMH|BCU|TTN|RDB|SOU|SDN|SOA|ESL|XEW|WIN|MIC|BSK|BMY|RDG|GOR|OXF|HYD|XAN|BAN|XFC|LMS|COV|BKW|BHI|SCF|XOZ|BHM|XOS|XGJ|DDP|WVH|XBJ|PKG|STA|SNE|SOT|KDG|CNG|MAC|CHU|SPT|MAN
R00499,SP000734,FLX,IPS,5,FLX|TRM|DBR|WFI|IPS
R00500,SP000735,MRF,CTR,18,MRF|LVL|XLV|LVJ|BKQ|BKC|GNL|RFY|BEB|PSL|SPI|BMR|BOM|ERA|HOO|CPU|BAC|CTR
R00501,SP000736,IPS,FLX,5,IPS|WFI|DBR|TRM|FLX
