station_id,station_name,english_name,crs,operator,route,region,latitude,longitude,is_interchange,route_count,is_coastal,distance_to_coast_km,welsh_name,terminus_weekday,terminus_sat,terminus_sun,terminus_max,canonical_hub,canonical_time_to_hub,canonical_time_n,canonical_time_status,hub_reassigned_from,interchange_via,interchange_via_london,quiz_id,direction_count,time_to_glasgow_central,time_to_victoria,time_to_charing_cross,time_to_euston,time_to_liverpool_street,time_to_stratford
SC_0305,Rannoch,,RAN,Scotrail,['West Highland Line'],Perth and Kinross,56.685318,-4.576208,False,1,False,24.82,,0,0,0,0,Glasgow (Central/Queen St),166.0,7.0,direct_match_reassigned,Inverness,,,glasgow_scotrail,2,,,,,,
EM_0074,Rauceby,,RAU,East_Midlands,['Poacher Line'],North Kesteven,52.98522476,-0.456602942,False,1,False,33.6,,0,0,0,0,Lincoln,32.0,32.0,darwin_interchange,not assigned,,,east_midlands_emr,2,,,,,,
NR_0360,Ravenglass for Eskdale,,RAV,Northern,"['Cumbrian Coast Line', 'Furness Line']",Cumberland,54.35561861,-3.408961525,True,2,True,0.18,,0,1,0,1,Carlisle,176.0,10.0,interchange_match_reassigned,Liverpool (Lime St/Central),CRNFNJN,,liverpool_merseyside,2,,,,,,
SW_0119,Raynes Park,,RAY,South Western,"['Chessington Branch', 'Hampton Court Branch', 'Hounslow Loop', 'Kingston Loop', 'New Guildford Line', 'Shepperton Branch']",South West London,51.40935291,-0.22999932,True,6,False,43.58,,0,0,0,0,London,669.0,669.0,direct_match,,,,south_western,2,,,,,,
SO_0189,Robertsbridge,,RBR,Southern,"['East Coastway', 'Hastings Line Extended']",Rother,50.984726,0.469092,False,1,False,15.63,,0,0,31,31,London,73.0,73.0,direct_match,,,,thameslink_southern,2,,,,,,
NR_0363,Redcar British Steel,,RBS,Northern,['Tees Valley Line'],Redcar and Cleveland,54.60989477,-1.112668323,False,1,True,1.7,,0,0,0,0,Newcastle,,,minimal_service,,,,newcastle_northern,0,,,,,,
TW_0200,Risca & Pontymister,,RCA,TfW,['Ebbw Valley Line'],Caerphilly,51.60581,-3.09226,False,1,False,9.59,Rhisga a Phont-y-meistr,0,0,0,0,Cardiff Central,26.0,60.0,direct_match,,,,gwr_wales_corridor,2,,,,,,
NR_0364,Redcar Central,,RCC,Northern,['Tees Valley Line'],Redcar and Cleveland,54.6162319,-1.070873487,False,1,True,0.48,,124,188,163,188,Newcastle,87.0,2.0,direct_match,,,,newcastle_northern,2,,,,,,
NR_0372,Rochdale,,RCD,Northern,"['Calder Vale Line', 'Calder Valley Line']",Rochdale,53.61032152,-2.153521182,True,2,False,52.61,,168,185,30,185,Manchester (Picc/Vic),15.0,256.0,direct_match,,,,manchester_northern,2,,,,,,
NR_0365,Redcar East,,RCE,Northern,['Tees Valley Line'],Redcar and Cleveland,54.60925751,-1.052297613,False,1,True,0.64,,0,0,0,0,Newcastle,90.0,2.0,direct_match,,,,newcastle_northern,2,,,,,,
SW_0120,Redbridge,,RDB,South Western,['South West Main Line'],Southampton,50.91993012,-1.470167863,True,1,True,0.21,,0,0,0,0,London,99.0,99.0,direct_match,,,,south_western,3,,,,,,
CM_0055,Redditch,,RDC,West Midlands Railway,['Cross-City'],Redditch,52.306337,-1.945248,False,1,False,66.21,,91,141,66,141,Birmingham New Street,41.0,78.0,direct_match,,,,chiltern_wmr,1,,,,,,
SO_0117,Riddlesdown,,RDD,Southern,['Coastway East'],South London,51.33266611,-0.099446924,False,1,False,36.51,,0,0,0,0,London,72.0,72.0,direct_match,,,,thameslink_southern,2,,,,,,
EM_0073,Radcliffe (Nottinghamshire),,RDF,East_Midlands,['Poacher Line'],Rushcliffe,52.94890755,-1.036580335,False,1,False,71.56,,0,0,0,0,Nottingham,11.0,11.0,darwin_direct,not assigned,,,east_midlands_emr,2,,,,,,
SO_0114,Redhill,,RDH,Southern,['Brighton Main Line'],Reigate and Banstead,51.24019809,-0.165898311,True,1,False,42.84,,102,81,218,218,London,238.0,238.0,direct_match,,,,thameslink_southern,4,,,,,,
NR_0369,Riding Mill,,RDM,Northern,"[""Hadrian's Wall Country Line"", 'Tyne Valley Line']",Northumberland,54.94904894,-1.970772673,False,1,False,33.01,,0,0,0,0,Newcastle,34.0,69.0,direct_match,,,,newcastle_northern,2,,,,,,
NR_0366,Reddish North,,RDN,Northern,['Hope Valley Line'],Stockport,53.44943056,-2.156253115,False,1,False,57.29,,0,0,0,0,Manchester (Picc/Vic),12.0,99.0,direct_match,,,,manchester_northern,2,,,,,,
TW_0194,Radyr,,RDR,TfW,"['Aberdare Line', 'Cardiff Bay Line', 'City Line (Cardiff)', 'Merthyr Line', 'Treherbert Line']",Cardiff,51.51650886,-3.248009062,True,5,False,4.98,Radur,80,84,54,84,Cardiff Central,17.0,320.0,direct_match,,,,gwr_wales_corridor,2,,,,,,
NR_0367,Reddish South,,RDS,Northern,['Stockport to Stalybridge Line'],Stockport,53.43693407,-2.157863127,False,1,False,57.21,,0,0,0,0,Manchester (Picc/Vic),,,minimal_service,,,,manchester_northern,0,,,,,,
SO_0116,Reigate,,REI,Southern,['Coastway East'],Reigate and Banstead,51.24195549,-0.203824541,False,1,False,42.52,,130,237,168,237,London,73.0,73.0,direct_match,,,,thameslink_southern,2,,,,,,
ME_0056,Rock Ferry,,RFY,Merseyrail,['Wirral Line'],Wirral,53.37289259,-3.010914905,False,1,False,7.7,,0,0,0,0,Liverpool (Lime St/Central),24.0,5.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
CM_0097,Rugeley Trent Valley,,RGL,West Midlands Railway,"['Chase Line', 'Shrewsbury to Wolverhampton Line']",Lichfield,52.769451,-1.930309,True,2,False,93.94,,395,289,118,395,Birmingham New Street,52.0,70.0,direct_match,,,,chiltern_wmr,3,,,,,,
GR_0141,Reading Green Park,,RGP,Great_Western,['Reading-Basingstoke Line'],Reading,51.4266639,-0.9996331,False,1,False,60.48,,0,0,0,0,London,73.0,73.0,interchange_match,,,RDNGSTN,gwr_london,2,,,,,,
CM_0096,Rugeley Town,,RGT,West Midlands Railway,"['Chase Line', 'Shrewsbury to Wolverhampton Line']",Cannock Chase,52.754672,-1.936963,True,2,False,94.54,,0,0,0,0,Birmingham New Street,48.0,70.0,direct_match,,,,chiltern_wmr,2,,,,,,
NR_0359,Ramsgreave & Wilpshire,,RGW,Northern,"['Clitheroe Line', 'Ribble Valley Line']",Ribble Valley,53.78005445,-2.478750546,True,2,False,30.16,,0,0,0,0,Manchester (Picc/Vic),59.0,54.0,direct_match,,,,manchester_northern,2,,,,,,
NR_0368,Ribblehead,,RHD,Northern,"['Airedale Line', 'Settle Carlisle Line']",North Yorkshire,54.20584998,-2.360854841,True,2,False,27.81,,2,8,0,8,Leeds,80.0,22.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
TW_0195,Rhiwbina,,RHI,TfW,['Coryton Line'],Cardiff,51.52118226,-3.213975661,False,1,False,4.87,Rhiwbeina,0,0,0,0,Cardiff Central,17.0,99.0,direct_match,,,,gwr_wales_corridor,2,,,,,,
TW_0198,Rhyl,,RHL,TfW,['North Wales Coast Line'],Denbighshire,53.31844074,-3.489112507,False,1,True,0.56,Y Rhyl,0,0,0,0,Wrexham/Chester,35.0,174.0,direct_match,,,,shrewsbury_wrexham_chester,2,,,,,,
SO_0115,Reedham (London),,RHM,Southern,['Tattenham Corner Line'],South London,51.33216069,-0.12387235,False,1,False,38.13,,0,0,0,0,London,70.0,70.0,interchange_match,,,PURLEY,thameslink_southern,2,,,,,,
TW_0197,Rhosneigr,,RHO,TfW,['North Wales Coast Line'],Isle of Anglesey,53.23485594,-4.506663917,False,1,True,0.95,Rhosneigr,0,0,0,0,Wrexham/Chester,100.0,27.0,direct_match,,,,shrewsbury_wrexham_chester,2,,,,,,
TW_0199,Rhymney,,RHY,TfW,['Vale of Glamorgan Line'],Caerphilly,51.75883789,-3.289309476,False,1,False,29.74,Rhymni,207,322,100,322,Cardiff Central,57.0,99.0,direct_match,,,,gwr_wales_corridor,1,,,,,,
TW_0196,Rhoose Cardiff International Airport,,RIA,TfW,['Vale of Glamorgan Line'],Vale of Glamorgan,51.38706545,-3.34939894,False,1,True,0.49,Maes Awyr Rhyngwladol Caerdydd,0,0,0,0,Cardiff Central,35.0,54.0,direct_match,,,,gwr_wales_corridor,2,,,,,,
ME_0055,Rice Lane,,RIL,Merseyrail,['Northern Line'],Liverpool,53.45778328,-2.962324455,False,1,False,3.82,,0,0,0,0,Liverpool (Lime St/Central),12.0,129.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
NR_0370,Rishton,,RIS,Northern,['East Lancashire Line'],Hyndburn,53.76355579,-2.420158645,False,1,False,33.81,,0,0,0,0,Manchester (Picc/Vic),70.0,85.0,interchange_match,,BLKBDJN,,manchester_northern,2,,,,,,
EM_0076,Ruskington,,RKT,East_Midlands,['Cathedrals Route'],North Kesteven,53.04148456,-0.380756379,False,1,False,30.96,,0,0,0,0,Lincoln,22.0,22.0,darwin_interchange,not assigned,,,east_midlands_emr,2,,,,,,
SW_0123,Rowlands Castle,,RLN,South Western,['Solent & Wessex'],East Hampshire,50.89216101,-0.957464705,False,1,False,5.37,,0,0,0,0,London,66.0,66.0,direct_match,,,,south_western,2,,,,,,
TW_0202,Roman Bridge,,RMB,TfW,['Conwy Valley Line'],Conwy,53.044436,-3.921654634,False,1,False,12.49,Pont Rufeinig,0,0,0,0,Wrexham/Chester,120.0,18.0,interchange_match,,LANDUDJ,,shrewsbury_wrexham_chester,2,,,,,,
NR_0377,Rotherham Central,,RMC,Northern,"['Dearne Valley Line', 'Hallam Line']",Rotherham,53.43227009,-1.360440012,True,2,False,53.95,,0,0,0,0,Sheffield,15.0,99.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
SW_0121,Richmond (London),,RMD,South Western,"['Hounslow Loop', 'Kingston Loop', 'Waterloo to Reading Line', 'Windsor Line']",West London,51.46310164,-0.301039568,True,4,False,48.32,,0,0,38,38,London,339.0,339.0,direct_match,,,,south_western,2,,,,,,
NR_0373,Romiley,,RML,Northern,['Hope Valley Line'],Stockport,53.4141736,-2.089172777,True,1,False,61.9,,0,0,0,0,Manchester (Picc/Vic),22.0,140.0,direct_match,,,,manchester_northern,3,,,,,,
NR_0357,Rainford,,RNF,Northern,['Atherton Line'],St. Helens,53.51711894,-2.789469813,False,1,False,16.89,,0,0,0,0,Manchester (Picc/Vic),60.0,28.0,direct_match_reassigned,Liverpool (Lime St/Central),,,manchester_northern,2,,,,,,
NR_0358,Rainhill,,RNH,Northern,['Liverpool to Manchester Line'],St. Helens,53.4171322,-2.766400942,False,1,False,17.19,,0,0,0,0,Manchester (Picc/Vic),26.0,153.0,direct_match_reassigned,Liverpool (Lime St/Central),,,manchester_northern,2,,,,,,
NR_0371,Roby,,ROB,Northern,"['City Line (Merseyside)', 'Liverpool to Manchester Line']",Knowsley,53.41005192,-2.855936847,True,2,False,11.75,,0,0,0,0,Liverpool (Lime St/Central),14.0,234.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
SC_0309,Rogart,,ROG,Scotrail,['Far North Line'],Highland,57.988979,-4.158224,False,1,False,9.99,,0,0,0,0,Inverness,125.0,14.0,direct_match,,,,highlands_ne_scotrail,2,,,,,,
EM_0075,Rolleston,,ROL,East_Midlands,['Castle Line'],Newark and Sherwood,53.06574736,-0.898762153,False,1,False,64.58,,0,0,0,0,Nottingham,19.0,19.0,darwin_interchange,not assigned,,,east_midlands_emr,2,,,,,,
SW_0122,Romsey,,ROM,South Western,['Wessex Main Line'],Test Valley,50.99252174,-1.493151814,True,1,False,7.38,,0,35,45,45,London,236.0,236.0,interchange_match,,,SLSBTJN,south_western,3,,,,,,
NR_0374,Roose,,ROO,Northern,"['Cumbrian Coast Line', 'Furness Line']",Westmorland and Furness,54.11516949,-3.194576777,True,2,True,1.21,,0,0,0,0,Manchester (Picc/Vic),123.0,20.0,direct_match_reassigned,Liverpool (Lime St/Central),,,manchester_northern,2,,,,,,
TW_0201,Rogerstone,,ROR,TfW,['Ebbw Valley Line'],Newport,51.59532,-3.06621,False,1,False,7.48,Y Tŷ Du,0,0,0,0,Cardiff Central,22.0,56.0,direct_match,,,,gwr_wales_corridor,2,,,,,,
SC_0310,Rosyth,,ROS,Scotrail,['Fife Circle'],Fife,56.046055,-3.427114,False,1,False,2.58,,0,0,0,0,Edinburgh Waverley,31.0,74.0,direct_match,,,,edinburgh_scotrail,2,66.0,,,,,
CM_0118,Rowley Regis,,ROW,West Midlands Railway,"['Shakespeare Line', 'Snow Hill Lines']",Sandwell,52.477299,-2.030885,False,1,False,81.46,,0,0,0,0,Birmingham New Street,226.0,14.0,direct_match,,,,chiltern_wmr,2,,,,,,
NR_0380,Ryder Brow,,RRB,Northern,['Hope Valley Line'],Manchester,53.45713715,-2.173450235,False,1,False,56.14,,0,0,0,0,Manchester (Picc/Vic),10.0,43.0,direct_match,,,,manchester_northern,2,,,,,,
SC_0308,Robroyston,,RRN,Scotrail,['Cumbernauld Line'],Glasgow City,55.887581,-4.172291,False,1,False,21.88,,0,0,0,0,Glasgow (Central/Queen St),12.0,66.0,direct_match,,,,glasgow_scotrail,2,,,,,,
NR_0375,Rose Grove,,RSG,Northern,['East Lancashire Line'],Burnley,53.78670009,-2.28226806,False,1,False,41.73,,3,0,0,3,Manchester (Picc/Vic),50.0,36.0,direct_match,,,,manchester_northern,2,,,,,,
NR_0376,Rose Hill Marple,,RSH,Northern,['Hope Valley Line'],Stockport,53.39611526,-2.075900869,False,1,False,62.96,,62,42,0,62,Manchester (Picc/Vic),33.0,44.0,direct_match,,,,manchester_northern,1,,,,,,
SC_0307,Reston,,RSN,Scotrail,['East Coast Main Line'],Scottish Borders,55.8506,-2.1972,False,1,False,5.8,,0,0,0,0,Edinburgh Waverley,35.0,128.0,direct_match,,,,edinburgh_scotrail,2,89.0,,,,,
SC_0306,Renton,,RTN,Scotrail,['North Clyde Electrics'],West Dunbartonshire,55.970566,-4.586181,False,1,True,0.48,,0,0,0,0,Glasgow (Central/Queen St),42.0,62.0,direct_match,,,,glasgow_scotrail,2,,,,,,
TW_0203,Ruabon,,RUA,TfW,['North Wales Coast Line'],Wrexham,52.96018774,-3.04250099,False,1,False,31.24,Rhiwabon,0,0,0,0,Wrexham/Chester,6.0,57.0,direct_match,,,,shrewsbury_wrexham_chester,2,,,,,,
TW_0204,Runcorn East,,RUE,TfW,['North Wales Coast Line'],Halton,53.3269412,-2.665085335,False,1,False,27.29,Dwyrain Runcorn,0,0,0,0,Wrexham/Chester,21.0,103.0,direct_match,,,,shrewsbury_wrexham_chester,2,,,,,,
NR_0378,Rufford,,RUF,Northern,['Ormskirk Branch Line'],West Lancashire,53.63502533,-2.806944757,False,1,False,11.22,,0,0,0,0,Liverpool (Lime St/Central),74.0,68.0,interchange_match_bugfixed,,ORMSKRK,,liverpool_merseyside,2,,,,,,
NR_0379,Ruswarp,,RUS,Northern,['Esk Valley Railway'],North Yorkshire,54.47019987,-0.627765603,False,1,True,0.09,,0,0,0,0,Newcastle,172.0,4.0,direct_match,,,,newcastle_northern,2,,,,,,
SC_0312,Rutherglen,,RUT,Scotrail,['Argyle Line'],South Lanarkshire,55.830448,-4.212766,False,1,False,21.71,,7,8,33,33,Glasgow (Central/Queen St),9.0,234.0,direct_match,,,,glasgow_scotrail,2,,,,,,
NR_0361,Ravensthorpe,,RVN,Northern,['Huddersfield Line'],Kirklees,53.6755404,-1.655576289,False,1,False,63.92,,0,0,0,0,Leeds,,,minimal_service,,,,leeds_sheffield_northern,0,,,,,,
NR_0362,Rawcliffe,,RWC,Northern,['Pontefract Line'],East Riding of Yorkshire,53.68905567,-0.960855694,False,1,False,18.06,,0,0,0,0,Leeds,62.0,4.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
SC_0311,Roy Bridge,,RYB,Scotrail,['West Highland Line'],Highland,56.888184,-4.83645,False,1,False,15.36,,0,0,0,0,Glasgow (Central/Queen St),209.0,7.0,direct_match_reassigned,Inverness,,,glasgow_scotrail,2,,,,,,
CM_0069,Sandwell & Dudley,,SAD,West Midlands Railway,"['Chase Line', 'Shrewsbury to Wolverhampton Line']",Sandwell,52.508431,-2.011281,True,2,False,85.17,,0,0,0,0,Birmingham New Street,11.0,165.0,direct_match,,,,chiltern_wmr,2,,,,,,
NR_0383,Saltaire,,SAE,Northern,"['Airedale Line', 'Bentham Line', 'Settle Carlisle Line']",Bradford,53.83889296,-1.791618606,True,3,False,70.1,,0,0,0,0,Leeds,18.0,74.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
SO_0119,Salfords (Surrey),,SAF,Southern,['Brighton Main Line'],Reigate and Banstead,51.20174387,-0.162487674,False,1,False,38.74,,0,0,0,0,London,158.0,158.0,direct_match,,,,thameslink_southern,2,,,,,,
SW_0124,Salisbury,,SAL,South Western,['South West Main Line'],Wiltshire,51.07054404,-1.806389093,True,1,False,27.89,,167,259,243,259,London,81.0,81.0,direct_match,,,,south_western,3,,,,,,
NR_0385,Saltmarshe,,SAM,Northern,['Hull and Doncaster Branch'],East Riding of Yorkshire,53.7223492,-0.810007666,False,1,False,8.16,,0,0,0,0,Leeds,86.0,31.0,interchange_match,,DONC,,leeds_sheffield_northern,2,,,,,,
NR_0414,St Annes-on-the-Sea,,SAS,Northern,"['Fylde Line', 'South Fylde Line']",Fylde,53.75340279,-3.02912925,False,1,True,0.68,,0,0,0,0,Liverpool (Lime St/Central),102.0,34.0,interchange_match_bugfixed,,KIRKHAM,,liverpool_merseyside,2,,,,,,
CM_0043,Stratford-upon-Avon,,SAV,Chiltern Railways,['Stratford Branch'],Stratford-on-Avon,52.19376,-1.716148,False,1,False,65.3,,102,83,44,102,London,3.0,3.0,direct_match,,,,chiltern_wmr,2,,,,,,
SO_0198,Swanley,,SAY,Southern,"['Southern Thameslink Branches', 'Maidstone East', 'Chatham Main Line', 'Bromley South Main Line']",Sevenoaks,51.392727,0.16755,True,1,False,16.75,,3,0,31,31,London,301.0,301.0,direct_match,,,,thameslink_southern,3,,,,,,
NR_0419,Starbeck,,SBE,Northern,['Harrogate Line'],North Yorkshire,53.99901434,-1.501135911,False,1,False,62.53,,0,0,0,0,Leeds,42.0,67.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
GR_0160,St Budeaux Ferry Road,,SBF,Great_Western,['Cornish Main Line'],Plymouth,50.40138693,-4.186644684,False,1,False,2.6,,0,0,0,0,London,27.0,27.0,interchange_match,,,STBDXJN,gwr_london,2,,,,,,
CM_0122,Stourbridge Junction,,SBJ,West Midlands Railway,"['Shakespeare Line', 'Snow Hill Lines']",Dudley,52.447563,-2.133857,False,1,False,76.35,,29,7,22,29,Birmingham New Street,296.0,11.0,direct_match,,,,chiltern_wmr,2,,,,,,
NR_0409,South Bank,,SBK,Northern,['Tees Valley Line'],Redcar and Cleveland,54.58383426,-1.176660612,False,1,False,5.61,,0,0,0,0,Newcastle,106.0,10.0,direct_match,,,,newcastle_northern,2,,,,,,
SO_0124,South Bermondsey,,SBM,Southern,['Epsom Downs Line'],South East London,51.48813928,-0.054671432,False,1,False,31.41,,0,0,0,0,London,142.0,142.0,direct_match,,,,thameslink_southern,1,,,,,,
SC_0325,Spean Bridge,,SBR,Scotrail,['West Highland Line'],Highland,56.889839,-4.920321,False,1,False,10.84,,6,0,0,6,Glasgow (Central/Queen St),216.0,7.0,direct_match_reassigned,Inverness,,,glasgow_scotrail,2,,,,,,
NR_0415,St Bees,,SBS,Northern,"['Cumbrian Coast Line', 'Furness Line']",Cumberland,54.49258108,-3.591384658,True,2,True,0.88,,0,0,0,0,Carlisle,74.0,1.0,direct_match_low_confidence,Liverpool (Lime St/Central),,,liverpool_merseyside,2,,,,,,
CM_0123,Stourbridge Town,,SBT,West Midlands Railway,['Stourbridge Town Branch'],Dudley,52.456539,-2.142716,False,1,False,77.18,,214,214,86,214,Birmingham New Street,46.0,208.0,interchange_match,,STRBDGJ,,chiltern_wmr,0,,,,,,
CM_0075,Stechford,,SCF,West Midlands Railway,['Chase Line'],Birmingham,52.485241,-1.810006,False,1,False,88.1,,0,0,0,0,Birmingham New Street,6.0,334.0,direct_match,,,,chiltern_wmr,2,,,,,,
SC_0316,Scotstounhill,,SCH,Scotrail,"['Argyle Line', 'North Clyde Electrics', 'Road to the Isles', 'West Highland Line']",Glasgow City,55.884491,-4.351765,True,4,False,11.22,,0,0,0,0,Glasgow (Central/Queen St),14.0,204.0,direct_match,,,,glasgow_scotrail,2,,,,,,
SC_0315,Scotscalder,,SCT,Scotrail,['Far North Line'],Highland,58.482891,-3.553764,False,1,False,11.66,,0,0,0,0,Inverness,214.0,14.0,direct_match,,,,highlands_ne_scotrail,2,,,,,,
SO_0125,South Croydon,,SCY,Southern,"['East Grinstead Branch', 'Uckfield Branch']",South London,51.36296514,-0.093452155,True,2,False,35.1,,4,0,34,34,London,346.0,346.0,direct_match,,,,thameslink_southern,2,,,,,,
NR_0388,Sandbach,,SDB,Northern,['Manchester to Crewe Line'],Cheshire East,53.15018835,-2.3935123,False,1,False,46.91,,0,0,0,0,Manchester (Picc/Vic),37.0,208.0,direct_match,,,,manchester_northern,2,,,,,,
TW_0206,Saundersfoot,,SDF,TfW,['Swanline'],Pembrokeshire,51.72209314,-4.716619622,False,1,True,1.73,Saundersfoot,0,0,0,0,Swansea,89.0,24.0,direct_match,,,,gwr_wales_corridor,2,,,,,,
CM_0027,Sudbury Hill Harrow,,SDH,Chiltern Railways,['Amersham Line'],West London,51.558423,-0.336092,False,1,False,52.02,,0,0,0,0,London,30.0,30.0,direct_match,,,,chiltern_wmr,2,,,,,,
ME_0057,Sandhills,,SDL,Merseyrail,['Northern Line'],Liverpool,53.42994809,-2.991497322,False,1,False,2.98,,3,5,223,223,Liverpool (Lime St/Central),6.0,417.0,direct_match_bugfixed,,,,liverpool_merseyside,1,,,,,,
SC_0320,Shieldmuir,,SDM,Scotrail,['Lanark Line'],North Lanarkshire,55.775532,-3.952944,False,1,False,30.9,,0,0,0,0,Glasgow (Central/Queen St),25.0,159.0,direct_match,,,,glasgow_scotrail,2,,,,,,
SO_0194,St Denys,,SDN,Southern,"['Portsmouth Direct', 'South West Main Line']",Southampton,50.921997,-1.3882,True,1,True,0.2,,0,0,0,0,London,106.0,106.0,direct_match,,,,thameslink_southern,3,,,,,,
CM_0011,Saunderton,,SDR,Chiltern Railways,['Chiltern Line'],Buckinghamshire,51.675751,-0.825626,False,1,False,88.1,,0,0,0,0,London,172.0,172.0,direct_match,,,,chiltern_wmr,2,,,,,,
NR_0390,Seaham,,SEA,Northern,"['Durham Coast Line', 'Esk Valley Railway', ""Hadrian's Wall Country Line"", 'Tyne Valley Line']",County Durham,54.83664804,-1.340923595,True,3,True,0.74,,0,0,2,2,Newcastle,31.0,92.0,direct_match,,,,newcastle_northern,2,,,,,,
NR_0392,Seaton Carew,,SEC,Northern,"['Durham Coast Line', 'Esk Valley Railway', ""Hadrian's Wall Country Line"", 'Tyne Valley Line']",Hartlepool,54.65831825,-1.200423075,True,3,True,1.03,,0,0,0,0,Newcastle,55.0,41.0,direct_match,,,,newcastle_northern,2,,,,,,
SO_0127,Southease,,SEE,Southern,['Coastway East'],Lewes,50.83134913,0.030650137,False,1,False,5.16,,0,0,0,0,London,36.0,36.0,interchange_match,,,STHRHMJ,thameslink_southern,2,,,,,,
SO_0121,Seaford Sussex,,SEF,Southern,['Coastway East'],Lewes,50.77283582,0.100140227,False,1,True,0.38,,121,191,220,220,London,70.0,70.0,interchange_match,,,STHRHMJ,thameslink_southern,1,,,,,,
SO_0192,Shoreham (Kent),,SEH,Southern,"['Southern Thameslink Branches', 'Bromley South Main Line']",Sevenoaks,51.332092,0.187665,False,1,False,18.98,,0,0,0,0,London,144.0,144.0,interchange_match,,,SWLY,thameslink_southern,2,,,,,,
NR_0393,Seaton Delaval,,SEJ,Northern,['Northumberland Line'],Northumberland,55.0759071,-1.5367301,False,1,False,3.73,,0,0,0,0,Newcastle,18.0,66.0,direct_match,,,,newcastle_northern,2,,,,,,
NR_0394,Sellafield,,SEL,Northern,"['Cumbrian Coast Line', 'Furness Line']",Cumberland,54.41659024,-3.51045609,True,2,True,0.12,,0,0,0,0,Carlisle,172.0,3.0,direct_match_low_confidence,Liverpool (Lime St/Central),,,liverpool_merseyside,2,,,,,,
CM_0065,Shenstone,,SEN,West Midlands Railway,['Cross-City'],Lichfield,52.638985,-1.844528,False,1,False,102.69,,0,0,0,0,Birmingham New Street,32.0,72.0,direct_match,,,,chiltern_wmr,2,,,,,,
NR_0410,South Elmsall,,SES,Northern,['Hallam Line'],Wakefield,53.59462052,-1.284860698,False,1,False,41.32,,0,0,0,0,Leeds,30.0,38.0,direct_match_reassigned,Sheffield,,,leeds_sheffield_northern,2,,,,,,
NR_0395,Settle,,SET,Northern,"['Airedale Line', 'Settle Carlisle Line']",North Yorkshire,54.06692419,-2.280711727,True,2,False,33.45,,0,0,0,0,Leeds,65.0,18.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
SO_0190,Sevenoaks,,SEV,Southern,"['Southern Thameslink Branches', 'Southeastern Main Line', 'Sevenoaks Main Line', 'Sevenoaks Metro']",Sevenoaks,51.27734,0.182193,True,1,False,23.66,,327,528,781,781,London,245.0,245.0,direct_match,,,,thameslink_southern,3,,,,,,
NR_0381,Salford Central,,SFD,Northern,"['Atherton Line', 'Liverpool to Manchester Line']",Salford,53.48277848,-2.255532721,True,2,False,50.79,,0,0,0,0,Manchester (Picc/Vic),2.0,470.0,direct_match,,,,manchester_northern,2,,,,,,
SC_0317,Shawfair,,SFI,Scotrail,['Borders Railway'],Midlothian,55.91993,-3.07872,False,1,False,2.89,,0,0,0,0,Edinburgh Waverley,16.0,63.0,direct_match,,,,edinburgh_scotrail,2,67.0,,,,,
ME_0058,Seaforth & Litherland,,SFL,Merseyrail,['Northern Line'],Sefton,53.46611293,-3.005295121,False,1,True,1.64,,0,0,0,0,Liverpool (Lime St/Central),16.0,143.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
CM_0101,Shifnal,,SFN,West Midlands Railway,['Shrewsbury to Wolverhampton Line'],Shropshire,52.666405,-2.371116,False,1,False,80.23,,0,0,0,0,Birmingham New Street,49.0,68.0,direct_match,,,,chiltern_wmr,2,,,,,,
GR_0152,Shalford (Surrey),,SFR,Great_Western,['North Downs'],Guildford,51.21431997,-0.566799182,False,1,False,41.95,,6,4,0,6,London,12.0,12.0,interchange_match,,,RDNGSTN,gwr_london,2,,,,,,
CM_0068,Smethwick Galton Bridge,,SGB,West Midlands Railway,"['Shakespeare Line', 'Snow Hill Lines']",Sandwell,52.501826,-1.980632,False,1,False,85.15,,0,0,0,0,Birmingham New Street,52.0,3.0,direct_match,,,,chiltern_wmr,2,,,,,,
SC_0324,South Gyle,,SGL,Scotrail,['Fife Circle'],City of Edinburgh,55.936951,-3.298234,False,1,False,4.25,,0,0,0,0,Edinburgh Waverley,12.0,79.0,direct_match,,,,edinburgh_scotrail,2,55.0,,,,,
EM_0079,Shirebrook,,SHB,East_Midlands,['Robin Hood Line'],Bolsover,53.20426177,-1.202442721,False,1,False,65.09,,0,0,0,0,Nottingham,36.0,36.0,darwin_interchange,not assigned,,,east_midlands_emr,2,,,,,,
NR_0425,Streethouse,,SHC,Northern,['Pontefract Line'],Wakefield,53.67632991,-1.399894276,False,1,False,47.06,,0,0,0,0,Leeds,28.0,28.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
NR_0398,Shildon,,SHD,Northern,"['Bishop Line', 'Heritage Line', 'Tees Valley Line']",County Durham,54.62680318,-1.637535646,True,2,False,26.8,,0,0,0,0,Newcastle,61.0,32.0,interchange_match,,DLTN,,newcastle_northern,2,,,,,,
